"county","county_ascii","county_full","county_fips","state_id","state_name","lat","lng","population"
"Montgomery","Montgomery","Montgomery County","47125","TN","Tennessee","36.4969","-87.3828","216172"
"Lackawanna","Lackawanna","Lackawanna County","42069","PA","Pennsylvania","41.4367","-75.6092","215529"
"Niagara","Niagara","Niagara County","36063","NY","New York","43.2001","-78.7452","212808"
"Calcasieu","Calcasieu","Calcasieu Parish","22019","LA","Louisiana","30.2293","-93.3581","212646"
"Johnston","Johnston","Johnston County","37101","NC","North Carolina","35.5178","-78.3657","211320"
"Mohave","Mohave","Mohave County","04015","AZ","Arizona","35.7041","-113.7579","211274"
"Delaware","Delaware","Delaware County","39041","OH","Ohio","40.2784","-83.0049","211121"
"York","York","York County","23031","ME","Maine","43.4782","-70.7144","210486"
"Okaloosa","Okaloosa","Okaloosa County","12091","FL","Florida","30.6913","-86.5917","209230"
"Washington","Washington","Washington County","42125","PA","Pennsylvania","40.1894","-80.2483","209090"
"Clermont","Clermont","Clermont County","39025","OH","Ohio","39.0476","-84.1517","207650"
"Harrison","Harrison","Harrison County","28047","MS","Mississippi","30.5122","-89.1161","207382"
"Champaign","Champaign","Champaign County","17019","IL","Illinois","40.1401","-88.1992","206583"
"Elkhart","Elkhart","Elkhart County","18039","IN","Indiana","41.5974","-85.8587","206314"
"Richmond","Richmond","Richmond County","13245","GA","Georgia","33.3596","-82.0736","205772"
"Benton","Benton","Benton County","53005","WA","Washington","46.2398","-119.5112","204551"
"Muscogee","Muscogee","Muscogee County","13215","GA","Georgia","32.5100","-84.8771","204366"
"Yuma","Yuma","Yuma County","04027","AZ","Arizona","32.7695","-113.9056","202944"
"Anderson","Anderson","Anderson County","45007","SC","South Carolina","34.5193","-82.6378","202223"
"Trumbull","Trumbull","Trumbull County","39155","OH","Ohio","41.3172","-80.7611","202199"
"Hall","Hall","Hall County","13139","GA","Georgia","34.3169","-83.8197","201703"
"Onslow","Onslow","Onslow County","37133","NC","North Carolina","34.7321","-77.4321","201597"
"Hawaii","Hawaii","Hawaii County","15001","HI","Hawaii","19.5985","-155.5185","200468"
"St. Louis","St. Louis","St. Louis County","27137","MN","Minnesota","47.6031","-92.4707","200311"
"Broome","Broome","Broome County","36007","NY","New York","42.1602","-75.8196","198591"
"Racine","Racine","Racine County","55101","WI","Wisconsin","42.7475","-88.0613","197379"
"Sangamon","Sangamon","Sangamon County","17167","IL","Illinois","39.7582","-89.6589","196759"
"Deschutes","Deschutes","Deschutes County","41017","OR","Oregon","43.9150","-121.2281","194964"
"Minnehaha","Minnehaha","Minnehaha County","46099","SD","South Dakota","43.6742","-96.7915","194884"
"Livingston","Livingston","Livingston County","26093","MI","Michigan","42.6029","-83.9115","193234"
"Sumner","Sumner","Sumner County","47165","TN","Tennessee","36.4694","-86.4604","193036"
"Butler","Butler","Butler County","42019","PA","Pennsylvania","40.9120","-79.9133","192561"
"Hernando","Hernando","Hernando County","12053","FL","Florida","28.5535","-82.4245","192128"
"El Dorado","El Dorado","El Dorado County","06017","CA","California","38.7787","-120.5247","190568"
"Saginaw","Saginaw","Saginaw County","26145","MI","Michigan","43.3350","-84.0532","190540"
"Outagamie","Outagamie","Outagamie County","55087","WI","Wisconsin","44.4161","-88.4649","189620"
"Sarpy","Sarpy","Sarpy County","31153","NE","Nebraska","41.1129","-96.1120","188464"
"Ellis","Ellis","Ellis County","48139","TX","Texas","32.3484","-96.7947","187984"
"Beaufort","Beaufort","Beaufort County","45013","SC","South Carolina","32.3855","-80.7302","186007"
"Tippecanoe","Tippecanoe","Tippecanoe County","18157","IN","Indiana","40.3886","-86.8941","185961"
"Litchfield","Litchfield","Litchfield County","09005","CT","Connecticut","41.7925","-73.2453","185175"
"Newport News","Newport News","Newport News City","51700","VA","Virginia","37.1051","-76.5185","185069"
"Charlotte","Charlotte","Charlotte County","12015","FL","Florida","26.9055","-81.9123","184837"
"Santa Rosa","Santa Rosa","Santa Rosa County","12113","FL","Florida","30.7004","-87.0219","184345"
"Iredell","Iredell","Iredell County","37097","NC","North Carolina","35.8071","-80.8734","183965"
"DeSoto","DeSoto","DeSoto County","28033","MS","Mississippi","34.8753","-89.9912","183220"
"Cass","Cass","Cass County","38017","ND","North Dakota","46.9330","-97.2480","182992"
"Peoria","Peoria","Peoria County","17143","IL","Illinois","40.7880","-89.7600","182439"
"Boone","Boone","Boone County","29019","MO","Missouri","38.9906","-92.3097","182170"
"Kanawha","Kanawha","Kanawha County","54039","WV","West Virginia","38.3366","-81.5281","181953"
"Shasta","Shasta","Shasta County","06089","CA","California","40.7637","-122.0405","181935"
"Ulster","Ulster","Ulster County","36111","NY","New York","41.8881","-74.2586","181862"
"Medina","Medina","Medina County","39103","OH","Ohio","41.1176","-81.8997","181448"
"Bay","Bay","Bay County","12005","FL","Florida","30.2652","-85.6203","181384"
"Kent","Kent","Kent County","10001","DE","Delaware","39.0860","-75.5686","180078"
"Imperial","Imperial","Imperial County","06025","CA","California","33.0395","-115.3653","180051"
"Vanderburgh","Vanderburgh","Vanderburgh County","18163","IN","Indiana","38.0249","-87.5859","179695"
"Shawnee","Shawnee","Shawnee County","20177","KS","Kansas","39.0415","-95.7565","179053"
"Licking","Licking","Licking County","39089","OH","Ohio","40.0916","-82.4831","177454"
"Johnson","Johnson","Johnson County","48251","TX","Texas","32.3790","-97.3665","177022"
"Washington","Washington","Washington County","49053","UT","Utah","37.2804","-113.5048","176533"
"Muskegon","Muskegon","Muskegon County","26121","MI","Michigan","43.2912","-86.1520","175633"
"Scott","Scott","Scott County","19163","IA","Iowa","41.6371","-90.6232","174170"
"Porter","Porter","Porter County","18127","IN","Indiana","41.4603","-87.0672","172353"
"Lee","Lee","Lee County","01081","AL","Alabama","32.6011","-85.3555","172223"
"Carroll","Carroll","Carroll County","24013","MD","Maryland","39.5629","-77.0225","172148"
"Hendricks","Hendricks","Hendricks County","18063","IN","Indiana","39.7695","-86.5100","172100"
"McLean","McLean","McLean County","17113","IL","Illinois","40.4909","-88.8473","171455"
"Winnebago","Winnebago","Winnebago County","55139","WI","Wisconsin","44.0689","-88.6446","171304"
"Pitt","Pitt","Pitt County","37147","NC","North Carolina","35.5933","-77.3745","170600"
"Guadalupe","Guadalupe","Guadalupe County","48187","TX","Texas","29.5831","-97.9486","169477"
"Kent","Kent","Kent County","44003","RI","Rhode Island","41.6722","-71.5930","169345"
"Alamance","Alamance","Alamance County","37001","NC","North Carolina","36.0437","-79.3994","169185"
"Kenosha","Kenosha","Kenosha County","55059","WI","Wisconsin","42.5769","-88.0424","168743"
"Wyandotte","Wyandotte","Wyandotte County","20209","KS","Kansas","39.1146","-94.7646","168333"
"Kootenai","Kootenai","Kootenai County","16055","ID","Idaho","47.6744","-116.7018","168317"
"Kenton","Kenton","Kenton County","21117","KY","Kentucky","38.9334","-84.5333","168264"
"Beaver","Beaver","Beaver County","42007","PA","Pennsylvania","40.6823","-80.3493","168260"
"Monroe","Monroe","Monroe County","42089","PA","Pennsylvania","41.0581","-75.3395","168128"
"Aiken","Aiken","Aiken County","45003","SC","South Carolina","33.5443","-81.6347","168045"
"Davidson","Davidson","Davidson County","37057","NC","North Carolina","35.7933","-80.2128","168002"
"Chittenden","Chittenden","Chittenden County","50007","VT","Vermont","44.4611","-73.0813","167523"
"Pueblo","Pueblo","Pueblo County","08101","CO","Colorado","38.1735","-104.5127","167453"
"Greene","Greene","Greene County","39057","OH","Ohio","39.6915","-83.8899","167043"
"Midland","Midland","Midland County","48329","TX","Texas","31.8691","-102.0316","166964"
"Paulding","Paulding","Paulding County","13223","GA","Georgia","33.9205","-84.8673","165688"
"Charles","Charles","Charles County","24017","MD","Maryland","38.5073","-76.9922","165209"
"Maui","Maui","Maui County","15009","HI","Hawaii","20.8596","-156.5649","164568"
"Middlesex","Middlesex","Middlesex County","09007","CT","Connecticut","41.4632","-72.5351","164568"
"Yellowstone","Yellowstone","Yellowstone County","30111","MT","Montana","45.9373","-108.2744","163593"
"Rock","Rock","Rock County","55105","WI","Wisconsin","42.6712","-89.0716","163522"
"Portage","Portage","Portage County","39133","OH","Ohio","41.1677","-81.1974","161897"
"Hampshire","Hampshire","Hampshire County","25015","MA","Massachusetts","42.3402","-72.6638","161810"
"Ector","Ector","Ector County","48135","TX","Texas","31.8692","-102.5429","161258"
"Houston","Houston","Houston County","13153","GA","Georgia","32.4590","-83.6662","161177"
"Rensselaer","Rensselaer","Rensselaer County","36083","NY","New York","42.7111","-73.5097","161125"
"Olmsted","Olmsted","Olmsted County","27109","MN","Minnesota","44.0038","-92.4018","160928"
"Jackson","Jackson","Jackson County","26075","MI","Michigan","42.2485","-84.4234","160765"
"Ouachita","Ouachita","Ouachita Parish","22073","LA","Louisiana","32.4784","-92.1549","160227"
"Dorchester","Dorchester","Dorchester County","45035","SC","South Carolina","33.0793","-80.4067","160180"
"St. Clair","St. Clair","St. Clair County","26147","MI","Michigan","42.9341","-82.6806","160067"
"Catawba","Catawba","Catawba County","37035","NC","North Carolina","35.6620","-81.2151","159852"
"Johnson","Johnson","Johnson County","18081","IN","Indiana","39.4900","-86.1016","159739"
"Centre","Centre","Centre County","42027","PA","Pennsylvania","40.9193","-77.8199","158879"
"Martin","Martin","Martin County","12085","FL","Florida","27.0775","-80.4315","158323"
"Alexandria","Alexandria","Alexandria City","51510","VA","Virginia","38.8185","-77.0861","158185"
"Indian River","Indian River","Indian River County","12061","FL","Florida","27.6943","-80.6062","158002"
"Sullivan","Sullivan","Sullivan County","47163","TN","Tennessee","36.5129","-82.3042","157843"
"Stearns","Stearns","Stearns County","27145","MN","Minnesota","45.5521","-94.6130","157638"
"Fairfield","Fairfield","Fairfield County","39045","OH","Ohio","39.7516","-82.6306","157622"
"Schenectady","Schenectady","Schenectady County","36093","NY","New York","42.8181","-74.0586","157515"
"Bibb","Bibb","Bibb County","13021","GA","Georgia","32.8065","-83.6974","156711"
"Madera","Madera","Madera County","06039","CA","California","37.2180","-119.7627","156304"
"Comal","Comal","Comal County","48091","TX","Texas","29.8082","-98.2783","156257"
"Rankin","Rankin","Rankin County","28121","MS","Mississippi","32.2641","-89.9458","156052"
"Franklin","Franklin","Franklin County","42055","PA","Pennsylvania","39.9274","-77.7213","155592"
"Cumberland","Cumberland","Cumberland County","34011","NJ","New Jersey","39.3738","-75.1107","154921"
"Mesa","Mesa","Mesa County","08077","CO","Colorado","39.0183","-108.4664","154685"
"Columbia","Columbia","Columbia County","13073","GA","Georgia","33.5441","-82.2641","154274"
"Berrien","Berrien","Berrien County","26021","MI","Michigan","41.9547","-86.4123","154263"
"Stafford","Stafford","Stafford County","51179","VA","Virginia","38.4207","-77.4580","154204"
"Monroe","Monroe","Monroe County","26115","MI","Michigan","41.9291","-83.5394","154068"
"Washington","Washington","Washington County","24043","MD","Maryland","39.6036","-77.8140","153956"
"Santa Fe","Santa Fe","Santa Fe County","35049","NM","New Mexico","35.5069","-105.9763","153632"
"Merrimack","Merrimack","Merrimack County","33013","NH","New Hampshire","43.2975","-71.6802","152983"
"Penobscot","Penobscot","Penobscot County","23019","ME","Maine","45.4006","-68.6495","152211"
"Citrus","Citrus","Citrus County","12017","FL","Florida","28.8489","-82.4794","151888"
"Kings","Kings","Kings County","06031","CA","California","36.0752","-119.8155","151887"
"Johnson","Johnson","Johnson County","19103","IA","Iowa","41.6715","-91.5881","151833"
"Canadian","Canadian","Canadian County","40017","OK","Oklahoma","35.5424","-97.9824","151174"
"Tolland","Tolland","Tolland County","09013","CT","Connecticut","41.8550","-72.3365","150120"
"Scott","Scott","Scott County","27139","MN","Minnesota","44.6485","-93.5359","149568"
"Orange","Orange","Orange County","37135","NC","North Carolina","36.0611","-79.1207","147376"
"Sandoval","Sandoval","Sandoval County","35043","NM","New Mexico","35.6886","-106.8659","147327"
"Rowan","Rowan","Rowan County","37159","NC","North Carolina","35.6394","-80.5247","145784"
"Coconino","Coconino","Coconino County","04005","AZ","Arizona","35.8387","-111.7705","144942"
"Coweta","Coweta","Coweta County","13077","GA","Georgia","33.3534","-84.7634","144928"
"Parker","Parker","Parker County","48367","TX","Texas","32.7776","-97.8051","144803"
"Wilson","Wilson","Wilson County","47189","TN","Tennessee","36.1549","-86.2977","144748"
"Rock Island","Rock Island","Rock Island County","17161","IL","Illinois","41.4673","-90.5674","144694"
"Sussex","Sussex","Sussex County","34037","NJ","New Jersey","41.1393","-74.6908","144492"
"Randolph","Randolph","Randolph County","37151","NC","North Carolina","35.7103","-79.8060","143735"
"Douglas","Douglas","Douglas County","13097","GA","Georgia","33.7018","-84.7680","143520"
"Schuylkill","Schuylkill","Schuylkill County","42107","PA","Pennsylvania","40.7058","-76.2160","143308"
"Jackson","Jackson","Jackson County","28059","MS","Mississippi","30.5423","-88.6357","142993"
"Lebanon","Lebanon","Lebanon County","42075","PA","Pennsylvania","40.3672","-76.4577","142486"
"Taylor","Taylor","Taylor County","48441","TX","Texas","32.3015","-99.8902","141739"
"Livingston","Livingston","Livingston Parish","22063","LA","Louisiana","30.4401","-90.7279","141057"
"Monroe","Monroe","Monroe County","18105","IN","Indiana","39.1609","-86.5231","140189"
"Kaufman","Kaufman","Kaufman County","48257","TX","Texas","32.5993","-96.2878","140145"
"Wright","Wright","Wright County","27171","MN","Minnesota","45.1739","-93.9631","139890"
"Randall","Randall","Randall County","48381","TX","Texas","34.9659","-101.8970","139176"
"Napa","Napa","Napa County","06055","CA","California","38.5065","-122.3305","138795"
"Spotsylvania","Spotsylvania","Spotsylvania County","51177","VA","Virginia","38.1850","-77.6561","138493"
"Marathon","Marathon","Marathon County","55073","WI","Wisconsin","44.8983","-89.7591","137597"
"Florence","Florence","Florence County","45041","SC","South Carolina","34.0245","-79.7030","137276"
"Humboldt","Humboldt","Humboldt County","06023","CA","California","40.6993","-123.8756","137014"
"Hampton","Hampton","Hampton City","51650","VA","Virginia","37.0551","-76.3630","136748"
"Washington","Washington","Washington County","55131","WI","Wisconsin","43.3685","-88.2307","136300"
"Clark","Clark","Clark County","39023","OH","Ohio","39.9168","-83.7838","136032"
"Boone","Boone","Boone County","21015","KY","Kentucky","38.9699","-84.7278","134599"
"Calhoun","Calhoun","Calhoun County","26025","MI","Michigan","42.2465","-85.0056","134207"
