Location,FIPS,"Mortality Rate, 1980*","Mortality Rate, 1985*","Mortality Rate, 1990*","Mortality Rate, 1995*","Mortality Rate, 2000*","Mortality Rate, 2005*","Mortality Rate, 2010*","Mortality Rate, 2014*","% Change in Mortality Rate, 1980-2014"
"Northwest Arctic Borough, Alaska",2188,"68.58 (59.94, 78.66)","68.70 (60.79, 77.28)","69.40 (62.29, 76.89)","74.40 (66.83, 82.02)","77.92 (70.65, 85.90)","70.66 (63.63, 78.95)","63.94 (56.80, 72.09)","63.38 (55.41, 72.51)","-7.57 (-24.32, 10.82)"
"Petersburg Borough, Alaska",2195,"48.67 (43.63, 54.13)","50.78 (46.29, 55.88)","51.71 (47.88, 55.87)","56.16 (52.76, 59.98)","61.33 (57.70, 65.18)","59.00 (55.30, 63.13)","56.67 (52.57, 61.22)","55.50 (50.73, 60.40)","14.02 (-3.25, 33.85)"
"Prince of Wales-Hyder Census Area, Alaska",2198,"48.67 (43.63, 54.13)","50.78 (46.29, 55.88)","51.71 (47.88, 55.87)","56.16 (52.76, 59.98)","61.33 (57.70, 65.18)","59.00 (55.30, 63.13)","56.67 (52.57, 61.22)","55.50 (50.73, 60.40)","14.02 (-3.25, 33.85)"
"Sitka City and Borough, Alaska",2220,"53.14 (45.52, 61.35)","53.58 (47.15, 60.70)","53.65 (48.22, 59.22)","58.22 (53.01, 63.74)","63.02 (57.77, 68.61)","57.72 (52.81, 63.49)","54.47 (48.99, 60.00)","52.76 (46.70, 59.22)","-0.70 (-18.31, 21.06)"
"Skagway Municipality, Alaska",2230,"43.36 (36.94, 50.72)","42.65 (36.86, 48.71)","42.31 (37.10, 48.11)","44.00 (38.45, 49.51)","46.43 (40.87, 52.45)","43.77 (38.38, 49.55)","39.95 (34.73, 45.49)","38.57 (32.57, 44.62)","-11.03 (-27.31, 6.86)"
"Southeast Fairbanks Census Area, Alaska",2240,"45.47 (38.90, 52.37)","45.42 (39.25, 51.36)","47.65 (41.96, 53.49)","47.06 (41.81, 52.63)","48.13 (42.90, 53.60)","46.48 (41.33, 52.41)","42.36 (37.35, 48.09)","42.57 (37.18, 49.02)","-6.39 (-21.16, 11.84)"
"Valdez-Cordova Census Area, Alaska",2261,"52.51 (46.55, 59.04)","53.08 (47.63, 58.95)","53.91 (48.78, 59.33)","56.99 (51.58, 62.43)","60.94 (55.43, 66.55)","56.64 (51.58, 62.14)","52.47 (47.12, 58.09)","51.66 (46.05, 57.86)","-1.61 (-15.42, 13.97)"
"Wrangell City and Borough, Alaska",2275,"48.67 (43.63, 54.13)","50.78 (46.29, 55.88)","51.71 (47.88, 55.87)","56.16 (52.76, 59.98)","61.33 (57.70, 65.18)","59.00 (55.30, 63.13)","56.67 (52.57, 61.22)","55.50 (50.73, 60.40)","14.02 (-3.25, 33.85)"
"Yakutat City and Borough, Alaska",2282,"43.36 (36.94, 50.72)","42.65 (36.86, 48.71)","42.31 (37.10, 48.11)","44.00 (38.45, 49.51)","46.43 (40.87, 52.45)","43.77 (38.38, 49.55)","39.95 (34.73, 45.49)","38.57 (32.57, 44.62)","-11.03 (-27.31, 6.86)"
"Yukon-Koyukuk Census Area, Alaska",2290,"64.01 (56.81, 71.56)","62.65 (56.27, 69.01)","61.65 (56.11, 67.26)","66.01 (60.09, 71.92)","71.45 (65.29, 77.81)","66.85 (61.03, 72.85)","60.08 (54.54, 65.98)","61.13 (55.14, 67.60)","-4.50 (-18.02, 11.06)"
Arizona,4,"55.10 (53.53, 56.76)","53.19 (51.83, 54.49)","52.90 (51.59, 54.31)","55.46 (54.00, 56.96)","58.24 (56.68, 59.73)","56.44 (55.04, 57.87)","51.18 (49.79, 52.57)","51.93 (50.48, 53.55)","-5.75 (-9.08, -2.10)"
"Apache County, Arizona",4001,"43.87 (41.03, 46.90)","44.99 (42.40, 47.72)","45.77 (43.40, 48.17)","49.45 (46.96, 52.02)","53.43 (50.98, 56.13)","52.05 (49.56, 54.94)","50.70 (48.00, 53.91)","50.32 (47.51, 53.49)","14.69 (5.18, 25.17)"
"Cochise County, Arizona",4003,"49.15 (46.38, 52.35)","48.77 (46.32, 51.36)","49.58 (47.33, 51.90)","52.64 (50.51, 55.06)","56.81 (54.27, 59.21)","54.15 (51.72, 56.64)","50.63 (48.37, 52.92)","49.23 (46.88, 51.72)","0.15 (-7.77, 8.52)"
"Coconino County, Arizona",4005,"39.56 (37.00, 42.41)","41.61 (39.11, 44.06)","42.65 (40.37, 45.00)","47.42 (45.15, 49.71)","50.53 (48.01, 52.98)","49.59 (47.34, 51.87)","46.72 (44.35, 49.37)","46.49 (43.92, 49.23)","17.52 (7.54, 28.60)"
"Gila County, Arizona",4007,"47.04 (44.00, 50.14)","50.90 (48.04, 53.71)","54.36 (51.63, 57.01)","61.76 (58.97, 64.91)","66.51 (63.69, 69.49)","69.63 (66.54, 72.80)","68.41 (65.47, 71.80)","69.64 (66.04, 73.08)","48.05 (36.09, 61.66)"
"Graham County, Arizona",4009,"52.52 (48.92, 56.02)","52.98 (49.71, 56.30)","54.10 (50.98, 57.15)","58.45 (55.32, 61.64)","62.70 (59.27, 66.23)","61.71 (58.61, 65.09)","59.04 (55.56, 62.38)","57.24 (53.56, 61.03)","8.99 (-0.86, 20.37)"
"Greenlee County, Arizona",4011,"61.01 (55.06, 67.18)","62.75 (57.17, 68.39)","64.85 (59.95, 70.23)","65.81 (60.98, 71.11)","67.93 (63.03, 73.30)","64.80 (59.68, 70.62)","58.97 (54.08, 64.35)","55.05 (49.91, 60.67)","-9.76 (-21.38, 3.78)"
"La Paz County, Arizona",4012,"53.44 (50.70, 56.10)","55.04 (52.60, 57.76)","50.30 (48.14, 52.68)","53.32 (51.06, 55.70)","50.43 (48.55, 52.42)","50.67 (48.80, 52.55)","48.78 (46.87, 50.68)","45.08 (43.24, 46.90)","-15.64 (-21.19, -9.20)"
"Maricopa County, Arizona",4013,"53.53 (51.81, 55.28)","52.02 (50.46, 53.55)","50.95 (49.47, 52.48)","53.42 (51.78, 55.05)","56.85 (55.18, 58.38)","55.02 (53.50, 56.67)","48.51 (46.96, 50.03)","51.21 (49.65, 52.98)","-4.32 (-8.21, -0.14)"
"Mohave County, Arizona",4015,"56.59 (53.62, 59.84)","58.82 (56.26, 61.51)","64.38 (61.60, 67.12)","70.85 (67.97, 73.67)","73.95 (71.28, 76.83)","78.04 (75.28, 80.89)","72.48 (69.88, 75.15)","71.97 (69.14, 74.81)","27.19 (19.15, 36.08)"
"Navajo County, Arizona",4017,"41.87 (39.18, 44.65)","44.48 (42.02, 47.16)","46.16 (43.75, 48.68)","50.27 (47.90, 52.87)","53.63 (51.18, 56.09)","53.07 (50.55, 55.36)","50.44 (48.10, 52.80)","50.93 (48.27, 53.61)","21.63 (11.31, 33.24)"
"Pima County, Arizona",4019,"62.09 (59.71, 64.66)","56.21 (54.25, 58.14)","57.50 (55.74, 59.49)","57.94 (56.11, 59.93)","60.77 (58.94, 62.75)","56.42 (54.56, 58.28)","52.36 (50.65, 54.11)","49.95 (48.16, 51.83)","-19.55 (-23.42, -15.45)"
"Pinal County, Arizona",4021,"66.30 (62.86, 70.05)","62.60 (59.85, 65.57)","62.00 (59.36, 64.69)","62.51 (60.00, 65.31)","62.61 (60.22, 65.01)","60.20 (57.91, 62.40)","52.26 (50.28, 54.33)","50.29 (48.36, 52.45)","-24.15 (-29.06, -18.36)"
"Santa Cruz County, Arizona",4023,"40.48 (36.60, 44.60)","39.92 (36.59, 43.44)","38.07 (35.46, 40.90)","38.89 (36.39, 41.40)","39.11 (36.88, 41.52)","37.29 (34.97, 39.75)","32.46 (30.14, 34.78)","30.18 (27.73, 32.69)","-25.42 (-35.32, -14.58)"
"Yavapai County, Arizona",4025,"56.59 (53.54, 59.54)","56.72 (54.28, 59.36)","54.40 (52.14, 56.83)","59.93 (57.58, 62.45)","59.20 (56.98, 61.45)","57.67 (55.46, 59.88)","55.49 (53.33, 57.69)","56.87 (54.60, 59.18)","0.49 (-5.74, 7.52)"
"Yuma County, Arizona",4027,"53.44 (50.70, 56.10)","55.04 (52.60, 57.76)","50.30 (48.14, 52.68)","53.32 (51.06, 55.70)","50.43 (48.55, 52.42)","50.67 (48.80, 52.55)","48.78 (46.87, 50.68)","45.08 (43.24, 46.90)","-15.64 (-21.19, -9.20)"
Arkansas,5,"39.78 (38.74, 40.86)","43.29 (42.34, 44.27)","47.02 (46.07, 48.06)","54.07 (52.92, 55.31)","62.11 (60.82, 63.33)","65.31 (64.02, 66.72)","66.44 (65.03, 67.94)","69.63 (67.92, 71.46)","75.03 (68.77, 81.40)"
"Arkansas County, Arkansas",5001,"36.27 (33.26, 39.33)","40.83 (38.10, 44.06)","45.11 (42.21, 48.27)","53.63 (50.55, 56.92)","62.99 (59.60, 66.88)","69.84 (65.95, 74.13)","73.13 (68.93, 77.62)","76.38 (71.41, 82.02)","110.56 (88.48, 135.42)"
"Ashley County, Arkansas",5003,"41.79 (38.28, 45.24)","44.22 (41.30, 47.54)","47.35 (44.09, 50.55)","53.79 (50.55, 57.26)","58.95 (55.28, 62.47)","60.79 (57.18, 64.49)","61.02 (57.15, 64.80)","61.73 (57.68, 66.30)","47.73 (33.56, 64.13)"
"Baxter County, Arkansas",5005,"34.53 (31.87, 37.03)","37.78 (35.49, 40.11)","42.40 (40.21, 44.62)","49.10 (46.82, 51.55)","57.50 (54.91, 60.24)","62.18 (59.41, 64.91)","63.61 (60.84, 66.63)","66.59 (62.87, 70.05)","92.84 (75.37, 112.88)"
"Benton County, Arkansas",5007,"36.13 (33.82, 38.40)","37.94 (35.89, 40.04)","39.75 (37.85, 41.71)","43.25 (41.30, 45.26)","47.72 (45.77, 49.63)","48.13 (46.15, 50.18)","50.14 (48.10, 52.12)","53.33 (51.00, 55.86)","47.61 (35.86, 60.39)"
"Boone County, Arkansas",5009,"35.74 (32.75, 38.73)","38.19 (35.59, 40.73)","41.78 (39.23, 44.47)","48.72 (46.11, 51.41)","54.73 (51.83, 57.62)","59.25 (56.07, 62.28)","60.85 (57.32, 64.47)","62.68 (58.76, 66.80)","75.38 (57.23, 95.87)"
"Bradley County, Arkansas",5011,"32.95 (29.62, 36.50)","35.93 (32.90, 39.44)","38.37 (35.27, 41.70)","44.36 (41.25, 47.72)","50.08 (46.61, 53.79)","52.01 (48.39, 56.32)","53.37 (49.06, 57.92)","54.95 (50.06, 60.31)","66.75 (43.93, 93.16)"
"Calhoun County, Arkansas",5013,"42.38 (37.79, 47.37)","45.94 (41.47, 50.58)","48.92 (44.78, 53.21)","54.88 (50.29, 59.62)","61.26 (56.53, 66.17)","66.21 (60.90, 72.52)","66.61 (60.77, 72.61)","69.00 (62.34, 76.03)","62.82 (40.55, 88.86)"
"Carroll County, Arkansas",5015,"35.71 (32.80, 39.04)","38.14 (35.43, 41.14)","41.11 (38.47, 43.89)","46.31 (43.76, 48.96)","52.99 (50.03, 55.86)","55.21 (52.28, 58.43)","54.93 (51.94, 58.14)","57.92 (54.28, 61.85)","62.21 (45.43, 80.97)"
"Chicot County, Arkansas",5017,"35.85 (32.92, 38.88)","38.90 (36.02, 42.07)","41.90 (39.05, 45.02)","46.96 (43.72, 50.40)","52.70 (49.41, 56.40)","55.45 (51.53, 59.55)","55.56 (51.13, 60.10)","57.51 (52.96, 62.44)","60.44 (43.14, 79.76)"
"Clark County, Arkansas",5019,"37.36 (34.38, 40.71)","40.12 (37.18, 43.00)","43.74 (40.93, 46.69)","50.36 (47.33, 53.54)","56.58 (53.23, 60.21)","60.14 (56.66, 63.99)","60.66 (56.67, 64.93)","62.40 (57.88, 66.97)","67.03 (48.21, 86.52)"
"Clay County, Arkansas",5021,"40.25 (36.84, 43.87)","44.06 (41.08, 47.49)","47.44 (44.54, 50.37)","54.25 (51.01, 57.72)","62.86 (59.32, 66.48)","66.51 (62.55, 70.74)","69.13 (64.87, 73.76)","72.78 (67.53, 78.39)","80.84 (60.12, 104.11)"
"Cleburne County, Arkansas",5023,"32.55 (29.90, 35.50)","35.92 (33.28, 38.70)","39.74 (37.11, 42.48)","48.16 (45.37, 51.20)","56.78 (53.95, 60.02)","62.58 (59.25, 66.05)","65.95 (62.39, 69.50)","70.59 (66.60, 74.74)","116.87 (92.58, 142.96)"
"Cleveland County, Arkansas",5025,"50.40 (45.56, 55.35)","53.41 (48.95, 57.91)","56.38 (52.05, 60.61)","62.88 (58.43, 67.31)","71.28 (66.28, 76.31)","74.40 (69.44, 79.76)","75.01 (69.37, 81.26)","72.47 (66.16, 78.72)","43.79 (25.68, 63.60)"
"Columbia County, Arkansas",5027,"31.28 (28.45, 34.07)","35.02 (32.28, 37.75)","39.24 (36.77, 41.89)","46.82 (43.86, 49.83)","55.38 (52.03, 58.90)","60.58 (56.90, 64.15)","63.87 (59.77, 67.87)","68.11 (63.82, 72.73)","117.75 (95.69, 144.25)"
"Conway County, Arkansas",5029,"38.92 (35.56, 42.34)","42.39 (39.35, 45.71)","45.88 (42.78, 48.76)","51.44 (48.31, 54.70)","58.50 (55.23, 62.01)","62.00 (58.25, 65.81)","61.97 (57.87, 65.74)","64.45 (59.79, 69.27)","65.60 (47.37, 86.87)"
"Craighead County, Arkansas",5031,"40.20 (37.40, 42.88)","44.83 (42.26, 47.53)","48.05 (45.59, 50.56)","58.76 (56.10, 61.71)","66.56 (63.56, 69.59)","72.70 (69.75, 75.89)","75.30 (71.92, 78.70)","79.35 (75.36, 83.26)","97.41 (81.53, 116.89)"
"Crawford County, Arkansas",5033,"41.72 (38.45, 45.03)","45.61 (42.72, 48.94)","48.37 (45.55, 51.32)","57.49 (54.64, 60.74)","66.75 (63.61, 69.91)","71.69 (68.20, 75.15)","73.78 (70.22, 77.55)","78.26 (74.26, 82.52)","87.60 (69.91, 107.36)"
"Crittenden County, Arkansas",5035,"46.46 (43.01, 50.01)","50.50 (47.34, 53.71)","53.15 (50.13, 56.07)","62.35 (59.04, 65.41)","69.75 (66.35, 73.32)","73.81 (70.07, 77.63)","75.97 (71.97, 80.09)","80.99 (76.26, 85.95)","74.31 (58.33, 92.81)"
"Cross County, Arkansas",5037,"36.05 (32.82, 39.18)","41.56 (38.43, 44.80)","48.43 (45.47, 51.66)","59.32 (55.72, 62.91)","72.39 (68.14, 76.36)","79.17 (74.70, 83.40)","85.16 (79.82, 90.66)","94.30 (88.29, 101.17)","161.55 (133.17, 194.37)"
"Dallas County, Arkansas",5039,"41.25 (37.41, 45.22)","45.01 (41.31, 49.01)","48.69 (45.22, 52.49)","55.46 (51.46, 59.57)","62.49 (58.28, 67.29)","65.58 (60.64, 70.45)","65.35 (60.34, 70.77)","67.54 (61.75, 73.59)","63.74 (44.48, 87.33)"
"Desha County, Arkansas",5041,"36.40 (32.92, 39.67)","37.72 (34.55, 40.90)","40.12 (36.98, 43.23)","44.51 (41.22, 47.59)","49.24 (45.53, 52.79)","49.51 (45.98, 53.45)","49.52 (45.73, 53.49)","50.53 (46.30, 55.46)","38.82 (21.79, 58.02)"
"Drew County, Arkansas",5043,"40.20 (36.63, 44.32)","42.46 (39.18, 46.07)","44.94 (41.64, 48.28)","50.52 (47.14, 54.13)","57.42 (53.74, 61.18)","59.05 (55.20, 63.19)","58.87 (54.76, 62.95)","61.22 (56.70, 65.95)","52.30 (35.53, 73.10)"
"Faulkner County, Arkansas",5045,"38.15 (35.70, 40.92)","41.85 (39.47, 44.55)","45.65 (43.32, 48.33)","51.75 (49.47, 54.41)","59.43 (56.72, 62.32)","63.17 (60.22, 66.30)","63.73 (60.59, 66.93)","67.91 (64.21, 71.75)","78.02 (62.76, 93.79)"
"Franklin County, Arkansas",5047,"42.31 (38.71, 45.99)","46.48 (43.24, 49.92)","50.28 (46.97, 53.62)","60.19 (56.54, 63.57)","69.88 (66.10, 73.90)","75.33 (70.82, 79.84)","80.34 (75.58, 85.52)","85.96 (80.13, 92.48)","103.18 (80.14, 128.77)"
"Fulton County, Arkansas",5049,"37.70 (34.28, 41.27)","42.25 (38.76, 45.73)","46.46 (43.41, 49.43)","55.13 (51.96, 58.59)","65.41 (61.69, 69.08)","69.95 (65.79, 74.32)","73.98 (69.33, 78.96)","78.67 (73.56, 84.31)","108.67 (85.80, 135.96)"
"Garland County, Arkansas",5051,"39.53 (37.16, 42.01)","44.37 (42.27, 46.73)","49.56 (47.39, 51.82)","57.60 (55.20, 60.10)","68.03 (65.26, 70.76)","72.86 (69.87, 75.85)","72.81 (69.71, 75.95)","76.90 (73.39, 80.62)","94.53 (80.50, 111.20)"
"Grant County, Arkansas",5053,"41.80 (37.67, 46.25)","45.69 (41.84, 49.86)","50.01 (46.23, 54.11)","58.08 (54.06, 62.13)","68.13 (63.94, 72.46)","72.51 (67.98, 77.23)","73.56 (68.89, 78.07)","78.28 (72.96, 83.78)","87.27 (64.51, 111.81)"
"Greene County, Arkansas",5055,"37.41 (34.41, 40.48)","44.83 (41.69, 47.83)","51.12 (48.12, 54.26)","62.29 (58.91, 65.54)","75.83 (72.23, 79.92)","89.33 (85.15, 93.58)","97.06 (92.38, 101.87)","107.64 (102.14, 113.60)","187.76 (160.07, 220.85)"
"Hempstead County, Arkansas",5057,"32.98 (30.05, 36.06)","35.52 (32.54, 38.45)","38.27 (35.51, 40.97)","43.60 (40.94, 46.46)","49.42 (46.52, 52.37)","52.94 (49.66, 56.36)","54.54 (50.62, 58.60)","57.19 (52.78, 62.02)","73.39 (52.75, 97.27)"
"Hot Spring County, Arkansas",5059,"41.96 (38.59, 45.31)","46.04 (42.84, 49.35)","50.88 (47.90, 54.11)","58.46 (55.38, 61.79)","67.68 (64.26, 71.20)","70.47 (67.05, 74.43)","73.87 (70.05, 77.90)","77.29 (73.15, 81.43)","84.18 (67.45, 103.94)"
"Howard County, Arkansas",5061,"37.95 (34.48, 41.38)","42.07 (38.77, 45.50)","46.69 (43.48, 49.99)","52.54 (49.25, 56.07)","61.66 (57.67, 65.78)","66.29 (61.65, 70.85)","67.79 (62.59, 72.87)","70.85 (65.08, 77.04)","86.70 (64.82, 112.38)"
"Independence County, Arkansas",5063,"37.04 (34.22, 40.15)","40.67 (38.01, 43.46)","44.98 (42.34, 47.88)","51.87 (48.96, 55.03)","61.25 (58.17, 64.58)","63.32 (60.04, 66.67)","65.75 (62.08, 69.65)","70.12 (65.92, 74.16)","89.31 (71.06, 109.98)"
"Izard County, Arkansas",5065,"34.08 (31.04, 37.49)","37.82 (34.96, 40.84)","43.01 (40.23, 46.10)","51.13 (48.16, 54.35)","58.60 (55.24, 62.14)","65.96 (61.90, 69.86)","67.61 (63.29, 72.21)","72.61 (68.07, 77.67)","113.08 (88.88, 140.62)"
"Jackson County, Arkansas",5067,"39.80 (36.88, 43.08)","44.53 (41.57, 47.72)","50.43 (47.38, 53.67)","61.52 (58.27, 65.08)","72.19 (67.89, 76.36)","80.17 (75.60, 84.66)","85.69 (80.43, 91.37)","91.10 (84.57, 97.74)","128.87 (104.15, 155.82)"
"Jefferson County, Arkansas",5069,"40.06 (37.30, 42.79)","43.88 (41.36, 46.47)","45.91 (43.69, 48.30)","51.01 (48.64, 53.49)","55.74 (53.15, 58.30)","57.18 (54.48, 59.70)","55.99 (53.32, 58.85)","57.05 (53.93, 60.26)","42.39 (29.58, 56.02)"
"Johnson County, Arkansas",5071,"43.81 (40.10, 48.00)","46.46 (43.17, 49.95)","49.17 (46.18, 52.51)","54.94 (51.84, 58.04)","63.15 (59.69, 66.46)","67.94 (63.95, 71.80)","70.42 (65.98, 74.81)","72.84 (67.87, 77.90)","66.26 (48.28, 87.87)"
"Lafayette County, Arkansas",5073,"35.30 (31.83, 38.74)","38.08 (34.86, 41.15)","40.34 (37.34, 43.49)","48.38 (44.76, 51.75)","55.87 (51.95, 59.69)","59.35 (55.20, 63.79)","62.47 (57.61, 67.37)","65.22 (59.46, 71.02)","84.77 (61.44, 110.43)"
"Lawrence County, Arkansas",5075,"39.34 (35.93, 42.87)","44.95 (41.57, 48.71)","50.65 (47.25, 54.04)","60.48 (56.99, 64.40)","71.10 (66.91, 75.14)","80.33 (75.77, 84.92)","85.06 (80.56, 90.01)","93.36 (87.66, 99.11)","137.31 (114.28, 165.17)"
"Lee County, Arkansas",5077,"41.65 (37.65, 45.51)","43.59 (40.05, 46.99)","46.00 (42.79, 49.29)","50.78 (47.36, 54.20)","56.74 (52.72, 60.84)","58.56 (54.35, 63.06)","58.49 (53.83, 63.26)","58.31 (53.35, 63.53)","40.01 (22.84, 61.26)"
"Lincoln County, Arkansas",5079,"38.20 (34.19, 42.75)","41.84 (37.85, 46.15)","44.54 (40.57, 48.88)","49.84 (45.86, 54.22)","55.55 (51.40, 60.28)","57.31 (52.64, 62.44)","58.57 (53.76, 63.92)","59.43 (53.97, 65.34)","55.58 (35.90, 77.77)"
"Little River County, Arkansas",5081,"33.19 (30.07, 36.39)","37.53 (34.43, 40.68)","41.47 (38.34, 44.52)","49.73 (46.29, 53.03)","59.70 (55.84, 63.82)","63.89 (59.58, 68.16)","68.53 (63.72, 73.71)","72.53 (67.07, 78.06)","118.56 (92.38, 146.50)"
"Logan County, Arkansas",5083,"38.88 (35.27, 42.67)","40.92 (37.78, 44.29)","44.27 (41.39, 47.27)","51.07 (47.80, 54.54)","59.19 (55.83, 62.81)","63.73 (59.92, 67.44)","66.33 (62.17, 70.63)","70.03 (65.29, 75.03)","80.14 (60.71, 103.91)"
"Lonoke County, Arkansas",5085,"44.89 (41.44, 48.41)","48.75 (45.73, 52.04)","53.63 (50.75, 56.88)","61.38 (58.15, 64.93)","70.55 (67.06, 74.00)","74.18 (70.72, 77.81)","74.87 (71.19, 78.81)","77.36 (73.44, 81.50)","72.34 (56.26, 88.56)"
"Madison County, Arkansas",5087,"45.17 (41.42, 49.49)","47.93 (44.29, 52.20)","50.61 (47.03, 54.26)","57.79 (54.02, 62.09)","65.63 (61.38, 70.05)","66.94 (62.84, 71.45)","67.64 (63.22, 72.40)","69.90 (64.94, 75.15)","54.76 (37.58, 71.93)"
"Marion County, Arkansas",5089,"30.81 (27.96, 33.73)","34.26 (31.56, 37.11)","38.46 (35.85, 41.20)","45.32 (42.40, 48.30)","53.28 (49.92, 56.67)","57.49 (54.04, 61.07)","60.55 (56.77, 64.75)","64.67 (60.10, 69.22)","109.95 (86.58, 138.09)"
"Miller County, Arkansas",5091,"45.11 (42.03, 48.50)","48.60 (45.54, 51.61)","51.86 (49.08, 54.65)","59.21 (56.08, 62.32)","64.49 (61.18, 67.72)","67.42 (64.16, 70.94)","67.30 (64.01, 70.95)","69.21 (65.03, 73.26)","53.44 (38.98, 69.40)"
"Mississippi County, Arkansas",5093,"48.33 (45.35, 51.61)","53.41 (50.35, 56.50)","59.33 (56.30, 62.42)","68.41 (65.12, 71.78)","79.27 (75.57, 82.87)","85.32 (81.12, 89.17)","89.06 (84.75, 93.69)","91.03 (86.42, 96.08)","88.34 (73.23, 105.61)"
"Monroe County, Arkansas",5095,"36.78 (33.05, 40.83)","39.46 (36.02, 43.01)","42.18 (38.86, 45.61)","48.24 (44.40, 52.32)","54.36 (50.23, 58.89)","56.83 (52.26, 61.63)","57.09 (52.28, 62.24)","60.06 (54.69, 65.86)","63.29 (42.13, 88.68)"
"Montgomery County, Arkansas",5097,"40.99 (37.11, 45.40)","45.55 (41.86, 49.64)","50.18 (46.74, 53.97)","56.87 (53.00, 60.59)","65.03 (60.84, 69.23)","72.61 (68.22, 77.38)","74.20 (69.34, 79.12)","77.61 (71.97, 82.99)","89.32 (65.13, 113.54)"
"Nevada County, Arkansas",5099,"38.61 (34.85, 42.78)","41.62 (37.80, 45.40)","44.68 (41.06, 48.22)","51.01 (46.88, 55.10)","57.75 (53.49, 62.22)","61.97 (57.43, 66.46)","64.40 (59.29, 69.84)","68.20 (62.11, 74.24)","76.63 (55.42, 100.52)"
"Newton County, Arkansas",5101,"37.40 (33.43, 41.84)","38.77 (35.04, 42.87)","40.30 (36.73, 44.24)","45.04 (41.20, 49.10)","51.13 (46.90, 55.64)","53.62 (49.22, 58.34)","55.05 (50.21, 59.76)","54.58 (49.56, 59.85)","45.94 (27.91, 65.17)"
"Ouachita County, Arkansas",5103,"34.83 (32.01, 37.76)","39.11 (36.35, 42.06)","42.41 (39.64, 45.02)","50.00 (47.08, 53.14)","58.65 (55.14, 62.09)","62.28 (58.89, 65.93)","65.56 (61.31, 69.97)","68.89 (64.00, 73.36)","97.81 (77.93, 119.54)"
"Perry County, Arkansas",5105,"52.62 (47.69, 57.81)","55.03 (50.60, 59.77)","57.18 (52.95, 61.68)","65.52 (61.06, 70.11)","73.28 (68.49, 78.02)","76.32 (71.44, 81.58)","77.52 (72.14, 82.52)","81.22 (75.65, 87.01)","54.35 (37.16, 73.48)"
"Phillips County, Arkansas",5107,"44.05 (40.87, 47.45)","48.87 (45.79, 52.22)","53.10 (49.81, 56.44)","62.25 (58.82, 65.80)","70.67 (66.83, 74.75)","76.26 (72.16, 80.32)","76.23 (72.02, 81.01)","80.14 (75.00, 85.40)","81.91 (63.87, 101.32)"
"Pike County, Arkansas",5109,"41.14 (37.16, 45.43)","46.45 (42.76, 50.66)","51.09 (47.42, 54.86)","60.62 (56.45, 64.74)","71.58 (67.22, 76.71)","79.08 (73.75, 84.44)","85.26 (79.16, 91.67)","92.30 (85.58, 99.13)","124.38 (98.25, 156.03)"
"Poinsett County, Arkansas",5111,"49.94 (46.17, 54.24)","55.58 (51.91, 59.27)","62.85 (58.92, 66.69)","74.18 (70.40, 78.34)","88.06 (83.51, 92.83)","96.76 (91.69, 101.77)","102.80 (97.64, 108.28)","111.49 (105.19, 118.16)","123.27 (100.09, 147.92)"
"Polk County, Arkansas",5113,"36.01 (32.98, 39.16)","41.86 (38.86, 45.10)","48.05 (45.01, 51.33)","57.82 (54.60, 61.22)","70.56 (66.98, 74.52)","77.97 (73.63, 82.17)","86.74 (82.29, 91.47)","93.83 (88.64, 99.57)","160.58 (133.68, 189.19)"
"Pope County, Arkansas",5115,"39.72 (36.91, 42.75)","43.35 (40.82, 46.11)","47.44 (45.01, 50.05)","55.69 (52.83, 58.66)","66.19 (63.14, 69.47)","73.20 (69.77, 76.92)","74.35 (70.72, 78.19)","79.44 (75.12, 83.69)","100.00 (81.32, 120.60)"
"Prairie County, Arkansas",5117,"37.50 (33.46, 41.92)","40.65 (36.81, 44.42)","44.24 (40.62, 47.78)","53.12 (49.21, 57.52)","62.37 (58.19, 66.79)","66.19 (61.34, 70.99)","68.83 (63.71, 74.45)","71.90 (65.90, 78.18)","91.74 (67.69, 119.64)"
"Pulaski County, Arkansas",5119,"45.69 (43.72, 47.87)","47.07 (45.11, 49.00)","50.07 (48.24, 51.86)","56.24 (54.18, 58.36)","62.02 (59.80, 64.27)","59.65 (57.58, 61.88)","54.95 (53.00, 56.91)","56.71 (54.44, 58.90)","24.11 (16.52, 30.78)"
"Randolph County, Arkansas",5121,"36.12 (32.92, 39.49)","40.49 (37.45, 43.62)","45.40 (42.27, 48.59)","52.61 (49.37, 55.98)","61.99 (58.57, 65.67)","68.98 (65.04, 72.91)","71.51 (67.16, 75.73)","76.81 (71.81, 82.03)","112.68 (90.96, 137.04)"
"Saint Francis County, Arkansas",5123,"41.50 (37.92, 45.24)","44.82 (41.38, 48.30)","49.32 (46.09, 53.07)","56.11 (52.67, 59.79)","63.75 (60.18, 67.77)","68.05 (63.96, 72.17)","69.15 (65.02, 73.65)","73.06 (68.13, 78.22)","76.06 (56.43, 96.83)"
"Saline County, Arkansas",5125,"37.47 (34.85, 40.37)","40.36 (37.83, 42.97)","43.32 (40.97, 45.98)","49.25 (46.75, 51.70)","56.56 (53.95, 59.26)","57.93 (55.24, 60.69)","59.59 (56.73, 62.64)","61.41 (58.20, 64.59)","63.89 (50.05, 79.34)"
