Location,FIPS,"Mortality Rate, 1980*","Mortality Rate, 1985*","Mortality Rate, 1990*","Mortality Rate, 1995*","Mortality Rate, 2000*","Mortality Rate, 2005*","Mortality Rate, 2010*","Mortality Rate, 2014*","% Change in Mortality Rate, 1980-2014"
"Northwest Arctic Borough, Alaska",2188,"4.65 (2.65, 7.90)","4.83 (2.90, 7.69)","5.17 (3.25, 8.01)","5.80 (3.72, 8.54)","6.71 (4.12, 9.96)","6.83 (3.99, 10.46)","6.68 (3.65, 10.64)","6.95 (3.79, 11.21)","49.60 (-34.65, 189.08)"
"Petersburg Borough, Alaska",2195,"3.38 (2.07, 5.84)","3.62 (2.34, 5.88)","3.96 (2.75, 5.98)","4.69 (3.34, 6.45)","5.80 (3.82, 7.65)","6.39 (3.86, 8.59)","6.67 (3.91, 9.28)","6.85 (4.05, 9.71)","102.89 (-8.47, 265.44)"
"Prince of Wales-Hyder Census Area, Alaska",2198,"3.38 (2.07, 5.84)","3.62 (2.34, 5.88)","3.96 (2.75, 5.98)","4.69 (3.34, 6.45)","5.80 (3.82, 7.65)","6.39 (3.86, 8.59)","6.67 (3.91, 9.28)","6.85 (4.05, 9.71)","102.89 (-8.47, 265.44)"
"Sitka City and Borough, Alaska",2220,"4.85 (2.82, 8.66)","4.83 (3.07, 8.00)","5.06 (3.39, 7.64)","5.89 (4.03, 8.36)","7.17 (4.63, 10.18)","7.47 (4.59, 10.60)","7.85 (4.64, 11.39)","8.18 (4.62, 12.06)","68.49 (-23.48, 212.88)"
"Skagway Municipality, Alaska",2230,"3.71 (2.26, 6.41)","3.77 (2.38, 6.14)","4.05 (2.71, 5.99)","4.65 (3.21, 6.48)","5.68 (3.67, 7.62)","6.04 (3.65, 8.25)","6.06 (3.59, 8.61)","6.13 (3.60, 8.99)","65.43 (-23.15, 192.23)"
"Southeast Fairbanks Census Area, Alaska",2240,"2.93 (1.75, 4.97)","3.07 (1.96, 4.88)","3.40 (2.21, 5.06)","3.62 (2.44, 5.00)","4.14 (2.76, 5.68)","4.53 (2.80, 6.30)","4.49 (2.74, 6.48)","4.79 (2.88, 6.98)","63.46 (-22.00, 184.70)"
"Valdez-Cordova Census Area, Alaska",2261,"3.04 (1.87, 5.36)","3.19 (2.09, 5.22)","3.50 (2.43, 5.29)","4.00 (2.86, 5.62)","4.80 (3.27, 6.47)","5.08 (3.25, 6.86)","5.14 (3.08, 7.13)","5.30 (3.23, 7.48)","74.05 (-19.88, 199.44)"
"Wrangell City and Borough, Alaska",2275,"3.38 (2.07, 5.84)","3.62 (2.34, 5.88)","3.96 (2.75, 5.98)","4.69 (3.34, 6.45)","5.80 (3.82, 7.65)","6.39 (3.86, 8.59)","6.67 (3.91, 9.28)","6.85 (4.05, 9.71)","102.89 (-8.47, 265.44)"
"Yakutat City and Borough, Alaska",2282,"3.71 (2.26, 6.41)","3.77 (2.38, 6.14)","4.05 (2.71, 5.99)","4.65 (3.21, 6.48)","5.68 (3.67, 7.62)","6.04 (3.65, 8.25)","6.06 (3.59, 8.61)","6.13 (3.60, 8.99)","65.43 (-23.15, 192.23)"
"Yukon-Koyukuk Census Area, Alaska",2290,"4.01 (2.53, 6.96)","4.03 (2.66, 6.56)","4.26 (2.96, 6.24)","4.90 (3.50, 6.90)","5.91 (3.91, 7.97)","6.10 (3.82, 8.35)","5.81 (3.53, 8.21)","6.04 (3.57, 8.63)","50.73 (-28.12, 167.18)"
Arizona,4,"2.96 (2.44, 4.63)","3.07 (2.62, 4.67)","3.31 (2.90, 4.58)","3.79 (3.15, 4.75)","4.38 (3.17, 4.92)","4.81 (3.18, 5.40)","4.78 (3.01, 5.39)","4.91 (3.15, 5.61)","65.79 (-14.65, 121.16)"
"Apache County, Arizona",4001,"6.51 (5.01, 9.85)","7.17 (5.70, 10.24)","8.05 (6.70, 10.80)","9.59 (7.91, 12.00)","11.70 (8.60, 13.72)","12.64 (8.49, 15.01)","13.14 (8.81, 15.57)","13.77 (9.10, 16.51)","111.36 (15.68, 194.03)"
"Cochise County, Arizona",4003,"2.53 (1.88, 4.07)","2.66 (2.08, 4.12)","2.90 (2.33, 4.03)","3.32 (2.68, 4.20)","3.89 (2.78, 4.67)","4.22 (2.75, 5.20)","4.19 (2.69, 5.14)","4.29 (2.75, 5.36)","69.54 (-18.07, 152.18)"
"Coconino County, Arizona",4005,"3.59 (2.67, 5.58)","3.97 (3.08, 5.99)","4.39 (3.53, 6.13)","5.24 (4.15, 6.63)","6.17 (4.30, 7.51)","6.85 (4.43, 8.38)","6.85 (4.31, 8.51)","7.13 (4.52, 8.87)","98.49 (4.28, 185.86)"
"Gila County, Arizona",4007,"3.05 (2.30, 4.81)","3.24 (2.54, 4.88)","3.47 (2.82, 4.83)","4.03 (3.26, 5.16)","4.63 (3.34, 5.64)","5.07 (3.30, 6.27)","5.08 (3.25, 6.41)","5.14 (3.23, 6.59)","68.90 (-11.42, 147.81)"
"Graham County, Arizona",4009,"3.08 (2.26, 4.97)","3.25 (2.49, 5.03)","3.57 (2.83, 5.09)","4.19 (3.28, 5.41)","5.02 (3.57, 6.23)","5.47 (3.55, 6.95)","5.56 (3.49, 7.05)","5.58 (3.55, 7.19)","81.08 (-6.07, 166.12)"
"Greenlee County, Arizona",4011,"3.10 (2.16, 5.14)","3.26 (2.36, 5.15)","3.56 (2.64, 5.29)","3.92 (2.95, 5.26)","4.51 (3.10, 6.00)","4.90 (3.06, 6.66)","4.88 (2.99, 6.81)","4.86 (2.96, 6.87)","56.99 (-21.25, 138.30)"
"La Paz County, Arizona",4012,"2.72 (2.10, 4.38)","2.86 (2.26, 4.40)","2.95 (2.43, 4.19)","3.31 (2.69, 4.25)","3.65 (2.55, 4.33)","3.99 (2.57, 4.79)","4.05 (2.57, 4.89)","4.03 (2.56, 4.92)","48.03 (-24.79, 111.01)"
"Maricopa County, Arizona",4013,"2.88 (2.32, 4.49)","2.99 (2.50, 4.61)","3.18 (2.74, 4.44)","3.64 (3.01, 4.62)","4.20 (2.98, 4.76)","4.68 (3.06, 5.33)","4.57 (2.88, 5.25)","4.76 (3.04, 5.50)","65.01 (-14.93, 126.60)"
"Mohave County, Arizona",4015,"2.94 (2.27, 4.71)","3.02 (2.38, 4.62)","3.31 (2.73, 4.69)","3.74 (3.07, 4.79)","4.30 (3.08, 5.06)","4.68 (3.04, 5.57)","4.62 (2.85, 5.56)","4.58 (2.87, 5.52)","55.87 (-21.74, 122.33)"
"Navajo County, Arizona",4017,"3.80 (2.84, 5.81)","4.17 (3.27, 6.17)","4.64 (3.76, 6.41)","5.28 (4.29, 6.68)","6.12 (4.37, 7.38)","6.57 (4.33, 7.96)","6.48 (4.16, 7.99)","6.74 (4.28, 8.32)","77.23 (-8.11, 155.94)"
"Pima County, Arizona",4019,"3.00 (2.39, 4.74)","3.11 (2.58, 4.59)","3.43 (2.94, 4.68)","3.98 (3.32, 5.01)","4.65 (3.32, 5.30)","4.98 (3.33, 5.73)","5.13 (3.30, 5.96)","5.13 (3.31, 6.06)","70.78 (-11.10, 137.24)"
"Pinal County, Arizona",4021,"3.26 (2.46, 5.24)","3.25 (2.56, 4.98)","3.54 (2.93, 4.93)","3.94 (3.26, 4.94)","4.46 (3.19, 5.28)","4.83 (3.15, 5.75)","4.66 (2.94, 5.60)","4.66 (2.98, 5.65)","42.94 (-25.69, 108.75)"
"Santa Cruz County, Arizona",4023,"2.54 (1.74, 4.20)","2.72 (1.92, 4.30)","2.91 (2.17, 4.21)","3.37 (2.56, 4.41)","4.02 (2.76, 5.19)","4.45 (2.87, 5.85)","4.38 (2.71, 5.87)","4.41 (2.75, 5.90)","73.45 (-13.08, 178.43)"
"Yavapai County, Arizona",4025,"2.73 (2.08, 4.41)","2.86 (2.29, 4.35)","3.01 (2.50, 4.21)","3.53 (2.91, 4.56)","4.09 (2.93, 4.80)","4.44 (2.90, 5.28)","4.50 (2.83, 5.44)","4.70 (2.95, 5.76)","72.37 (-14.77, 154.00)"
"Yuma County, Arizona",4027,"2.72 (2.10, 4.38)","2.86 (2.26, 4.40)","2.95 (2.43, 4.19)","3.31 (2.69, 4.25)","3.65 (2.55, 4.33)","3.99 (2.57, 4.79)","4.05 (2.57, 4.89)","4.03 (2.56, 4.92)","48.03 (-24.79, 111.01)"
Arkansas,5,"2.75 (2.31, 4.24)","2.95 (2.55, 4.35)","3.25 (2.88, 4.46)","3.81 (3.17, 4.80)","4.57 (3.26, 5.06)","5.01 (3.32, 5.59)","5.10 (3.28, 5.73)","5.23 (3.43, 5.96)","89.77 (-0.88, 148.80)"
"Arkansas County, Arkansas",5001,"2.35 (1.74, 3.82)","2.55 (1.95, 3.90)","2.80 (2.21, 3.94)","3.29 (2.53, 4.33)","3.92 (2.67, 4.92)","4.36 (2.75, 5.64)","4.46 (2.72, 5.87)","4.52 (2.80, 6.03)","92.15 (0.22, 186.22)"
"Ashley County, Arkansas",5003,"2.61 (1.93, 4.10)","2.78 (2.11, 4.30)","3.08 (2.41, 4.29)","3.60 (2.74, 4.71)","4.27 (2.86, 5.39)","4.64 (2.88, 5.91)","4.75 (2.88, 6.18)","4.81 (2.92, 6.35)","84.04 (-3.19, 167.87)"
"Baxter County, Arkansas",5005,"2.74 (2.04, 4.38)","2.95 (2.30, 4.47)","3.35 (2.70, 4.67)","4.00 (3.18, 5.12)","4.87 (3.39, 5.91)","5.54 (3.50, 6.80)","5.67 (3.55, 7.14)","5.84 (3.66, 7.34)","113.40 (10.32, 215.21)"
"Benton County, Arkansas",5007,"2.88 (2.22, 4.58)","3.02 (2.42, 4.56)","3.26 (2.70, 4.52)","3.69 (3.02, 4.68)","4.37 (3.12, 5.17)","4.72 (3.11, 5.67)","4.97 (3.24, 6.05)","5.05 (3.20, 6.20)","75.36 (-12.20, 152.38)"
"Boone County, Arkansas",5009,"2.52 (1.87, 3.93)","2.68 (2.03, 3.99)","2.98 (2.33, 4.20)","3.50 (2.73, 4.55)","4.14 (2.88, 5.20)","4.61 (2.88, 5.91)","4.66 (2.87, 6.06)","4.76 (2.96, 6.25)","88.80 (-1.92, 179.43)"
"Bradley County, Arkansas",5011,"2.46 (1.81, 3.83)","2.67 (2.00, 4.07)","2.97 (2.24, 4.24)","3.51 (2.68, 4.64)","4.22 (2.82, 5.35)","4.70 (2.89, 6.18)","4.87 (2.94, 6.49)","4.93 (2.92, 6.71)","100.51 (4.10, 197.91)"
"Calhoun County, Arkansas",5013,"2.81 (1.97, 4.38)","2.98 (2.19, 4.51)","3.27 (2.44, 4.59)","3.79 (2.84, 5.11)","4.55 (3.06, 5.96)","5.04 (3.12, 6.80)","5.01 (3.06, 6.82)","5.23 (3.12, 7.26)","85.96 (-8.26, 194.46)"
"Carroll County, Arkansas",5015,"2.51 (1.85, 4.00)","2.67 (2.06, 4.02)","2.93 (2.28, 4.15)","3.40 (2.69, 4.38)","4.12 (2.87, 5.13)","4.49 (2.85, 5.70)","4.51 (2.81, 5.85)","4.67 (2.85, 6.18)","85.76 (-4.74, 173.72)"
"Chicot County, Arkansas",5017,"2.64 (2.01, 4.13)","2.85 (2.23, 4.29)","3.15 (2.50, 4.44)","3.61 (2.79, 4.71)","4.27 (2.88, 5.40)","4.68 (2.97, 5.94)","4.72 (2.92, 6.11)","4.86 (3.09, 6.42)","84.02 (-4.67, 165.95)"
"Clark County, Arkansas",5019,"2.92 (2.16, 4.63)","3.12 (2.39, 4.64)","3.50 (2.75, 4.96)","4.11 (3.20, 5.33)","4.89 (3.38, 6.07)","5.45 (3.46, 7.02)","5.54 (3.48, 7.18)","5.68 (3.59, 7.40)","94.66 (1.28, 185.31)"
"Clay County, Arkansas",5021,"2.50 (1.84, 3.91)","2.71 (2.05, 4.02)","3.01 (2.33, 4.18)","3.54 (2.69, 4.63)","4.30 (2.94, 5.53)","4.69 (2.98, 6.12)","4.72 (2.90, 6.34)","4.85 (2.98, 6.52)","93.77 (3.13, 192.32)"
"Cleburne County, Arkansas",5023,"2.28 (1.64, 3.63)","2.44 (1.83, 3.78)","2.69 (2.08, 3.83)","3.21 (2.50, 4.13)","3.81 (2.67, 4.75)","4.21 (2.77, 5.39)","4.31 (2.78, 5.61)","4.42 (2.83, 5.84)","94.10 (1.07, 186.89)"
"Cleveland County, Arkansas",5025,"2.50 (1.78, 3.94)","2.63 (1.96, 4.04)","2.88 (2.19, 4.18)","3.36 (2.55, 4.54)","4.08 (2.79, 5.30)","4.44 (2.76, 5.89)","4.52 (2.70, 6.09)","4.43 (2.70, 6.03)","77.33 (-9.30, 171.05)"
"Columbia County, Arkansas",5027,"2.95 (2.26, 4.66)","3.17 (2.47, 4.70)","3.54 (2.80, 4.93)","4.21 (3.31, 5.41)","5.08 (3.55, 6.18)","5.52 (3.58, 6.98)","5.57 (3.47, 7.11)","5.64 (3.60, 7.31)","91.08 (2.43, 175.12)"
"Conway County, Arkansas",5029,"2.77 (2.04, 4.39)","3.02 (2.27, 4.63)","3.34 (2.62, 4.76)","3.87 (2.99, 5.03)","4.62 (3.18, 5.74)","5.11 (3.22, 6.57)","5.03 (3.08, 6.58)","5.14 (3.19, 6.76)","85.58 (-3.48, 168.48)"
"Craighead County, Arkansas",5031,"3.03 (2.30, 4.66)","3.29 (2.58, 4.97)","3.64 (2.97, 5.05)","4.39 (3.50, 5.62)","5.30 (3.75, 6.38)","6.04 (3.95, 7.40)","6.30 (4.07, 7.73)","6.55 (4.17, 8.10)","116.17 (13.18, 211.15)"
"Crawford County, Arkansas",5033,"2.99 (2.26, 4.68)","3.15 (2.44, 4.76)","3.44 (2.74, 4.87)","4.05 (3.18, 5.28)","4.86 (3.38, 5.96)","5.39 (3.46, 6.80)","5.38 (3.29, 6.88)","5.48 (3.36, 7.17)","83.13 (-4.63, 170.24)"
"Crittenden County, Arkansas",5035,"2.97 (2.28, 4.69)","3.13 (2.43, 4.80)","3.33 (2.70, 4.63)","3.95 (3.14, 5.23)","4.67 (3.24, 5.69)","5.15 (3.32, 6.40)","5.27 (3.34, 6.60)","5.43 (3.46, 6.89)","82.51 (-3.97, 157.19)"
"Cross County, Arkansas",5037,"2.36 (1.76, 3.78)","2.54 (1.93, 3.89)","2.84 (2.18, 4.06)","3.32 (2.53, 4.42)","3.96 (2.73, 5.13)","4.25 (2.73, 5.49)","4.29 (2.59, 5.80)","4.48 (2.75, 6.14)","89.69 (-2.95, 186.08)"
"Dallas County, Arkansas",5039,"2.98 (2.23, 4.64)","3.22 (2.43, 4.96)","3.55 (2.77, 5.08)","4.22 (3.23, 5.52)","5.16 (3.45, 6.63)","5.74 (3.57, 7.50)","5.79 (3.51, 7.67)","5.96 (3.60, 8.00)","100.22 (3.97, 192.00)"
"Desha County, Arkansas",5041,"2.46 (1.82, 3.95)","2.55 (1.94, 3.88)","2.78 (2.18, 3.86)","3.23 (2.49, 4.14)","3.88 (2.66, 4.94)","4.16 (2.70, 5.48)","4.28 (2.67, 5.62)","4.37 (2.75, 5.76)","77.83 (-6.51, 159.88)"
"Drew County, Arkansas",5043,"2.22 (1.61, 3.53)","2.35 (1.77, 3.54)","2.59 (1.99, 3.59)","3.02 (2.31, 3.93)","3.64 (2.51, 4.64)","3.98 (2.56, 5.25)","3.98 (2.48, 5.27)","4.13 (2.51, 5.58)","85.76 (-0.03, 175.56)"
"Faulkner County, Arkansas",5045,"2.70 (2.03, 4.26)","2.91 (2.26, 4.47)","3.22 (2.59, 4.60)","3.75 (3.00, 4.84)","4.49 (3.17, 5.54)","5.00 (3.22, 6.23)","5.14 (3.21, 6.38)","5.35 (3.41, 6.84)","98.56 (0.17, 189.08)"
"Franklin County, Arkansas",5047,"2.78 (2.05, 4.46)","2.95 (2.23, 4.50)","3.20 (2.49, 4.46)","3.74 (2.84, 4.81)","4.42 (2.96, 5.62)","4.77 (2.89, 6.22)","4.86 (2.97, 6.49)","4.95 (3.01, 6.65)","78.04 (-8.66, 167.54)"
"Fulton County, Arkansas",5049,"2.43 (1.76, 3.96)","2.60 (1.92, 4.22)","2.85 (2.19, 4.17)","3.34 (2.55, 4.60)","4.02 (2.78, 5.24)","4.39 (2.79, 5.87)","4.50 (2.78, 6.05)","4.65 (2.85, 6.37)","91.44 (-0.16, 194.72)"
"Garland County, Arkansas",5051,"2.73 (2.10, 4.31)","2.97 (2.37, 4.47)","3.29 (2.73, 4.61)","3.87 (3.19, 4.98)","4.60 (3.26, 5.48)","5.10 (3.26, 6.18)","5.18 (3.23, 6.36)","5.38 (3.43, 6.67)","97.28 (3.27, 186.05)"
"Grant County, Arkansas",5053,"2.47 (1.79, 3.88)","2.65 (1.97, 3.99)","2.95 (2.28, 4.07)","3.47 (2.64, 4.60)","4.24 (2.82, 5.49)","4.64 (2.90, 6.20)","4.71 (2.92, 6.41)","4.92 (3.01, 6.68)","99.38 (2.05, 195.23)"
"Greene County, Arkansas",5055,"2.60 (1.93, 4.02)","2.89 (2.18, 4.32)","3.27 (2.55, 4.52)","3.91 (3.03, 5.02)","4.71 (3.22, 5.85)","5.37 (3.47, 6.86)","5.44 (3.44, 7.11)","5.63 (3.58, 7.44)","116.82 (15.90, 215.79)"
"Hempstead County, Arkansas",5057,"2.61 (1.94, 4.13)","2.73 (2.10, 4.09)","2.95 (2.31, 4.11)","3.44 (2.68, 4.49)","4.07 (2.86, 5.05)","4.45 (2.89, 5.69)","4.45 (2.81, 5.83)","4.56 (2.88, 6.10)","74.53 (-9.86, 159.64)"
"Hot Spring County, Arkansas",5059,"3.06 (2.29, 4.83)","3.31 (2.55, 4.96)","3.72 (2.93, 5.17)","4.39 (3.44, 5.66)","5.30 (3.69, 6.61)","5.78 (3.69, 7.33)","6.02 (3.78, 7.80)","6.23 (3.93, 8.27)","103.69 (6.04, 196.59)"
"Howard County, Arkansas",5061,"2.48 (1.78, 4.11)","2.68 (1.98, 4.15)","2.99 (2.22, 4.24)","3.44 (2.57, 4.46)","4.13 (2.82, 5.33)","4.51 (2.83, 5.95)","4.51 (2.72, 6.00)","4.52 (2.70, 6.09)","82.44 (-7.04, 176.59)"
"Independence County, Arkansas",5063,"2.40 (1.79, 3.85)","2.55 (1.94, 3.91)","2.84 (2.22, 4.01)","3.31 (2.61, 4.32)","3.99 (2.85, 5.01)","4.27 (2.78, 5.44)","4.36 (2.79, 5.71)","4.54 (2.92, 6.01)","88.88 (-4.00, 177.63)"
"Izard County, Arkansas",5065,"2.40 (1.75, 3.79)","2.62 (1.92, 4.05)","2.97 (2.26, 4.23)","3.61 (2.74, 4.70)","4.31 (3.03, 5.45)","4.92 (3.12, 6.42)","5.01 (3.07, 6.73)","5.24 (3.27, 7.18)","118.84 (14.16, 230.00)"
"Jackson County, Arkansas",5067,"2.70 (2.00, 4.26)","2.93 (2.25, 4.51)","3.27 (2.55, 4.62)","3.86 (3.00, 5.05)","4.72 (3.27, 5.97)","5.17 (3.24, 6.71)","5.26 (3.31, 6.90)","5.40 (3.42, 7.24)","100.01 (5.85, 197.54)"
"Jefferson County, Arkansas",5069,"2.89 (2.23, 4.56)","3.12 (2.49, 4.64)","3.43 (2.83, 4.72)","4.04 (3.27, 5.11)","4.82 (3.39, 5.85)","5.34 (3.54, 6.53)","5.46 (3.60, 6.73)","5.59 (3.63, 6.98)","93.62 (2.51, 177.54)"
"Johnson County, Arkansas",5071,"2.44 (1.78, 3.89)","2.57 (1.92, 3.89)","2.80 (2.13, 3.96)","3.17 (2.42, 4.12)","3.80 (2.59, 4.83)","4.13 (2.61, 5.41)","4.14 (2.61, 5.61)","4.13 (2.65, 5.61)","69.46 (-13.84, 157.58)"
"Lafayette County, Arkansas",5073,"2.94 (2.12, 4.60)","3.09 (2.31, 4.65)","3.35 (2.60, 4.76)","3.99 (3.11, 5.24)","4.79 (3.36, 6.02)","5.22 (3.38, 6.75)","5.38 (3.38, 7.04)","5.45 (3.34, 7.29)","85.72 (-6.21, 175.18)"
"Lawrence County, Arkansas",5075,"2.95 (2.17, 4.69)","3.20 (2.43, 4.87)","3.58 (2.78, 4.98)","4.26 (3.31, 5.49)","5.13 (3.54, 6.45)","5.72 (3.72, 7.31)","5.79 (3.60, 7.50)","6.02 (3.80, 7.83)","104.04 (6.88, 201.23)"
"Lee County, Arkansas",5077,"2.49 (1.80, 4.02)","2.60 (1.92, 4.00)","2.81 (2.14, 3.92)","3.20 (2.42, 4.21)","3.79 (2.63, 4.84)","4.04 (2.57, 5.31)","4.03 (2.51, 5.37)","3.99 (2.48, 5.52)","60.25 (-18.51, 141.15)"
"Lincoln County, Arkansas",5079,"2.43 (1.71, 3.85)","2.63 (1.90, 4.04)","2.90 (2.16, 4.07)","3.34 (2.48, 4.41)","4.01 (2.65, 5.19)","4.34 (2.64, 5.75)","4.35 (2.68, 5.91)","4.44 (2.69, 6.12)","82.69 (-9.27, 176.85)"
"Little River County, Arkansas",5081,"2.57 (1.89, 4.03)","2.77 (2.08, 4.12)","3.03 (2.33, 4.29)","3.62 (2.82, 4.73)","4.44 (3.16, 5.66)","4.81 (3.11, 6.34)","4.93 (3.16, 6.63)","5.00 (3.13, 6.76)","94.52 (-0.62, 189.95)"
"Logan County, Arkansas",5083,"2.50 (1.86, 4.01)","2.61 (1.99, 3.97)","2.86 (2.25, 4.10)","3.30 (2.59, 4.30)","3.94 (2.68, 5.01)","4.27 (2.72, 5.58)","4.35 (2.64, 5.75)","4.42 (2.72, 6.05)","76.47 (-11.29, 161.18)"
"Lonoke County, Arkansas",5085,"2.78 (2.05, 4.49)","2.99 (2.26, 4.56)","3.32 (2.63, 4.75)","3.90 (3.08, 5.15)","4.72 (3.23, 5.82)","5.19 (3.23, 6.55)","5.26 (3.21, 6.73)","5.44 (3.40, 7.08)","95.52 (2.34, 191.98)"
"Madison County, Arkansas",5087,"2.51 (1.84, 4.02)","2.65 (1.98, 4.05)","2.87 (2.22, 4.11)","3.31 (2.47, 4.33)","3.92 (2.61, 5.05)","4.14 (2.53, 5.46)","4.14 (2.43, 5.61)","4.19 (2.45, 5.67)","66.82 (-15.72, 148.54)"
"Marion County, Arkansas",5089,"2.32 (1.64, 3.66)","2.53 (1.87, 3.79)","2.84 (2.15, 4.05)","3.45 (2.62, 4.51)","4.22 (2.98, 5.37)","4.71 (3.15, 6.16)","4.95 (3.07, 6.70)","5.21 (3.27, 6.91)","124.26 (16.02, 232.52)"
"Miller County, Arkansas",5091,"2.93 (2.23, 4.74)","3.09 (2.39, 4.77)","3.33 (2.67, 4.73)","3.86 (3.06, 5.02)","4.52 (3.13, 5.60)","5.02 (3.20, 6.31)","5.09 (3.19, 6.49)","5.24 (3.31, 6.71)","78.55 (-9.25, 164.74)"
"Mississippi County, Arkansas",5093,"2.82 (2.15, 4.47)","3.01 (2.37, 4.58)","3.29 (2.65, 4.64)","3.83 (3.03, 5.05)","4.64 (3.18, 5.65)","5.00 (3.19, 6.35)","5.12 (3.19, 6.47)","5.18 (3.22, 6.63)","83.53 (-2.03, 160.69)"
"Monroe County, Arkansas",5095,"2.32 (1.69, 3.68)","2.43 (1.82, 3.69)","2.62 (2.03, 3.66)","3.03 (2.34, 3.91)","3.58 (2.50, 4.61)","3.91 (2.49, 5.18)","3.87 (2.40, 5.29)","3.96 (2.46, 5.43)","70.66 (-10.46, 155.90)"
"Montgomery County, Arkansas",5097,"2.33 (1.66, 3.77)","2.48 (1.85, 3.86)","2.72 (2.08, 3.90)","3.07 (2.31, 4.02)","3.62 (2.43, 4.66)","4.04 (2.49, 5.30)","4.02 (2.37, 5.34)","4.07 (2.39, 5.56)","74.68 (-11.42, 164.32)"
"Nevada County, Arkansas",5099,"2.89 (2.13, 4.44)","3.07 (2.31, 4.53)","3.36 (2.60, 4.71)","3.91 (3.00, 5.04)","4.59 (3.10, 5.85)","5.01 (3.07, 6.62)","5.10 (3.16, 6.66)","5.14 (3.17, 6.97)","77.77 (-7.22, 158.61)"
"Newton County, Arkansas",5101,"2.33 (1.63, 3.86)","2.45 (1.77, 3.83)","2.66 (1.98, 3.81)","3.08 (2.28, 4.22)","3.69 (2.52, 4.86)","4.03 (2.56, 5.43)","4.13 (2.51, 5.68)","4.00 (2.42, 5.52)","71.26 (-14.38, 159.63)"
"Ouachita County, Arkansas",5103,"2.99 (2.26, 4.57)","3.25 (2.53, 4.78)","3.59 (2.89, 4.96)","4.24 (3.40, 5.43)","5.24 (3.65, 6.47)","5.81 (3.76, 7.30)","6.01 (3.81, 7.57)","6.16 (3.84, 8.01)","105.95 (11.15, 196.81)"
"Perry County, Arkansas",5105,"2.87 (2.05, 4.62)","3.04 (2.23, 4.65)","3.29 (2.49, 4.66)","3.89 (2.90, 5.09)","4.64 (3.04, 5.98)","5.04 (3.08, 6.66)","5.04 (2.97, 6.89)","5.15 (3.12, 7.05)","79.11 (-9.15, 174.89)"
"Phillips County, Arkansas",5107,"2.44 (1.83, 3.88)","2.58 (1.97, 4.00)","2.78 (2.21, 3.96)","3.22 (2.53, 4.22)","3.78 (2.59, 4.78)","4.14 (2.59, 5.35)","4.14 (2.50, 5.39)","4.21 (2.56, 5.58)","72.23 (-12.99, 149.83)"
"Pike County, Arkansas",5109,"2.41 (1.72, 4.00)","2.57 (1.90, 4.06)","2.82 (2.14, 4.16)","3.28 (2.47, 4.45)","3.91 (2.63, 5.14)","4.23 (2.58, 5.68)","4.31 (2.61, 6.06)","4.35 (2.62, 6.08)","80.97 (-8.60, 175.61)"
"Poinsett County, Arkansas",5111,"2.75 (2.00, 4.47)","2.94 (2.17, 4.57)","3.26 (2.50, 4.59)","3.81 (2.87, 5.00)","4.54 (3.07, 5.88)","5.01 (3.08, 6.70)","5.08 (3.02, 6.62)","5.22 (3.11, 7.07)","89.97 (-1.83, 186.41)"
"Polk County, Arkansas",5113,"2.33 (1.67, 3.78)","2.49 (1.82, 3.81)","2.74 (2.08, 3.87)","3.19 (2.45, 4.32)","3.81 (2.66, 4.93)","4.01 (2.61, 5.29)","4.05 (2.51, 5.38)","4.10 (2.52, 5.61)","76.10 (-9.18, 166.95)"
"Pope County, Arkansas",5115,"2.73 (2.06, 4.24)","2.91 (2.25, 4.32)","3.20 (2.53, 4.51)","3.77 (2.96, 4.81)","4.60 (3.14, 5.65)","5.04 (3.26, 6.28)","5.11 (3.17, 6.44)","5.20 (3.26, 6.68)","90.44 (0.40, 173.64)"
"Prairie County, Arkansas",5117,"2.31 (1.63, 3.85)","2.43 (1.76, 3.85)","2.64 (1.95, 3.88)","3.13 (2.28, 4.30)","3.79 (2.58, 5.01)","4.09 (2.57, 5.45)","4.13 (2.52, 5.63)","4.22 (2.59, 5.89)","82.56 (-8.68, 180.25)"
"Pulaski County, Arkansas",5119,"3.30 (2.63, 5.17)","3.51 (2.86, 5.23)","3.88 (3.28, 5.34)","4.65 (3.78, 5.89)","5.56 (3.94, 6.46)","6.11 (4.01, 7.10)","6.06 (3.88, 7.18)","6.26 (3.99, 7.49)","89.52 (2.86, 163.54)"
"Randolph County, Arkansas",5121,"2.63 (1.92, 4.18)","2.88 (2.18, 4.42)","3.26 (2.51, 4.70)","3.85 (2.98, 5.05)","4.69 (3.24, 5.89)","5.26 (3.38, 6.74)","5.33 (3.32, 6.92)","5.48 (3.36, 7.20)","108.52 (6.50, 211.36)"
"Saint Francis County, Arkansas",5123,"2.67 (1.97, 4.23)","2.81 (2.14, 4.28)","3.08 (2.39, 4.37)","3.55 (2.72, 4.69)","4.22 (2.92, 5.36)","4.69 (3.02, 6.14)","4.73 (2.96, 6.15)","4.91 (3.16, 6.48)","83.56 (-6.12, 172.50)"
"Saline County, Arkansas",5125,"2.58 (1.88, 4.01)","2.76 (2.13, 4.12)","3.05 (2.40, 4.29)","3.58 (2.82, 4.53)","4.31 (3.06, 5.23)","4.75 (3.08, 5.87)","4.88 (3.01, 6.07)","5.15 (3.29, 6.49)","99.53 (4.88, 191.88)"
