county,state,lat,long,distance_to_nearest_plant,name_of_nearest_plant
Pierce,Wisconsin,44.7194,-92.4224,44754.43211015607,Allen S. King Generating Plant
Prince George,Virginia,37.1865,-77.2242,25934.56629278945,Chesterfield power station
Summit,Utah,40.8682,-110.9557,103378.03354023624,Naughton Power Plant
Mercer,Ohio,40.5399,-84.6294,84986.24831295847,Whitewater Valley Generating Station
Clinton,Ohio,39.4149,-83.8084,79359.61196975924,Spurlock power station
Okanogan,Washington,48.5488,-119.7408,307442.1829249515,Centralia Power Plant
Crawford,Ohio,40.8508,-82.9198,120812.74045885967,Monroe Power Plant
Nez Perce,Idaho,46.3268,-116.7502,470736.3843733324,Centralia Power Plant
Gratiot,Michigan,43.2927,-84.6049,66839.83569045545,Erickson Station
Marinette,Wisconsin,45.3833,-88.0337,139954.02537319472,Weston Power Plant
Wharton,Texas,29.2779,-96.2221,61133.21015962917,Parish Generating Station
Fayette,Tennessee,35.1971,-89.4144,146806.243071859,New Madrid Power Plant
Baxter,Arkansas,36.2872,-92.3369,107649.33321797894,Independence Steam Station
Tallapoosa,Alabama,32.8624,-85.7975,74830.21072173645,Gaston Steam Plant
McClain,Oklahoma,35.0093,-97.4443,164219.38771304564,Sooner Generating Station
Cooke,Texas,33.6393,-97.2126,179990.4133176604,Hugo Plant
Tift,Georgia,31.4574,-83.5266,179699.83453503263,Scherer Steam Generating Station
Tioga,Pennsylvania,41.7722,-77.2543,92264.9309654892,Montour Steam Station
Benton,Minnesota,45.6991,-93.9988,36371.54209127447,Sherburne County Plant
Mississippi,Arkansas,35.7624,-90.0522,94433.5706758361,New Madrid Power Plant
Fayette,West Virginia,38.0288,-81.0812,81711.86771034707,Amos Plant
Preble,Ohio,39.7415,-84.648,22234.04863345244,Whitewater Valley Generating Station
Oconee,Georgia,33.835,-83.4371,92546.53427848674,Scherer Steam Generating Station
Cheatham,Tennessee,36.2611,-87.0868,52694.23931752111,Cumberland Steam Plant
Shawano,Wisconsin,44.7891,-88.7654,70391.17210370913,Weston Power Plant
Sanilac,Michigan,43.4236,-82.8202,76754.36753710869,Belle River Power Plant
Warren,Tennessee,35.6787,-85.7785,90215.40329819956,Gallatin Fossil Plant
Upshur,Texas,32.7363,-94.9415,36614.57815749961,Welsh Power Plant
Clatsop,Oregon,45.995,-123.6557,104537.78493843843,Centralia Power Plant
Delaware,Oklahoma,36.4082,-94.8026,30183.206035629762,Flint Creek Power Plant
Wyoming,New York,42.7024,-78.2245,222781.3510064515,Montour Steam Station
McKean,Pennsylvania,41.8076,-78.569,140941.34565580083,Colver Power Project
Tazewell,Virginia,37.125,-81.5606,72892.15055235867,Virginia City Hybrid Energy Center
Isanti,Minnesota,45.5615,-93.2951,51194.418241801315,Sherburne County Plant
Orleans,New York,43.2521,-78.2312,274786.3749496958,Montour Steam Station
Knox,Maine,44.141,-69.1686,174537.60545252322,Schiller Station
Ottawa,Ohio,41.5378,-83.1434,42602.995944271504,Monroe Power Plant
Warren,Virginia,38.9087,-78.2085,89236.35931070225,AES Warrior Run Generation Plant
Rio Arriba,New Mexico,36.5096,-106.6932,159350.12041740844,San Juan Generating Station
Pike,Mississippi,31.1748,-90.4042,104714.45149570846,Big Cajun II Power Plant
Pasquotank,North Carolina,36.2955,-76.284,155444.9588568245,Chesterfield power station
Marshall,Iowa,42.0358,-92.9988,109463.41877387128,Archer Daniels Midland Cedar Rapids Power Plant
Amador,California,38.4464,-120.6511,403981.1110640697,North Valmy Station
LaGrange,Indiana,41.6426,-85.4265,123781.24859769392,Michigan City Generating Station
Mecosta,Michigan,43.6408,-85.3246,107909.64016368923,Campbell Generating Plant
Mower,Minnesota,43.6715,-92.7525,97488.29098154213,John Madgett Station
Avoyelles,Louisiana,31.0763,-92.0015,71677.73390477111,Big Cajun II Power Plant
Snyder,Pennsylvania,40.7698,-77.0702,47650.40111973291,Montour Steam Station
Murray,Georgia,34.7884,-84.7481,75171.05287804449,Plant Bowen
Howell,Missouri,36.774,-91.8865,128991.94721893179,Independence Steam Station
Okeechobee,Florida,27.3864,-80.8886,124567.67138580147,Stanton Energy Center
Sequoyah,Oklahoma,35.4953,-94.7552,35181.137503652215,River Valley power station
Waldo,Maine,44.5028,-69.1454,204434.6492309966,Schiller Station
Harrison,Indiana,38.1951,-86.1114,23736.434019558597,Mill Creek Station
Latah,Idaho,46.8162,-116.7117,469194.03317837376,Centralia Power Plant
Hendry,Florida,26.5535,-81.1659,184224.59902190443,Big Bend Station
Fremont,Wyoming,43.0405,-108.6304,145244.07093562736,Jim Bridger Steam Plant
Campbell,Tennessee,36.4035,-84.1494,42440.39686181258,Bull Run Fossil Plant
Wayne,West Virginia,38.1459,-82.427,64008.22843068504,Amos Plant
Mayes,Oklahoma,36.3019,-95.2307,13611.17185849099,Grand River Energy Center
Union,Arkansas,33.1713,-92.5972,124875.07803266014,John W. Turk Jr. Power Plant
Jim Wells,Texas,27.7314,-98.0899,114343.60380772359,San Miguel Electric Cooperative
Dallas,Alabama,32.326,-87.1065,118429.85529859319,Gaston Steam Plant
Des Moines,Iowa,40.9232,-91.1815,44468.16571139563,Louisa Generating Station
Crawford,Kansas,37.5073,-94.8518,95062.00546984829,La Cygne Generating Station
Person,North Carolina,36.39,-78.9718,13787.081259664312,Roxboro Steam Plant
Webster,Missouri,37.2809,-92.8759,47836.33610647274,John Twitty Energy Center
Susquehanna,Pennsylvania,41.8214,-75.8007,110428.07172590135,Montour Steam Station
Warren,Pennsylvania,41.8145,-79.2741,128274.8383318255,Keystone Generating Station
Douglas,Minnesota,45.9338,-95.4535,108133.5702690542,Big Stone Power Plant
Oconto,Wisconsin,45.0264,-88.2697,110555.890818845,Weston Power Plant
Champaign,Ohio,40.1377,-83.7695,103139.76425834255,Whitewater Valley Generating Station
Gloucester,Virginia,37.416,-76.5434,74349.54497117003,Chesterfield power station
Woodford,Illinois,40.7883,-89.2113,43666.25115658334,Edwards Generation Plant
Guernsey,Ohio,40.052,-81.4943,62475.385315954845,Mitchell Plant
Colleton,South Carolina,32.8636,-80.6669,65201.11532633789,Cope Station
Brown,South Dakota,45.5898,-98.3516,147433.16139500012,Big Stone Power Plant
Williams,North Dakota,48.3437,-103.4802,163852.4686393429,Antelope Valley Station
Finney,Kansas,38.0443,-100.737,24220.358409017346,Holcomb Station
Defiance,Ohio,41.3239,-84.4905,114351.8823066705,Monroe Power Plant
Isle of Wight,Virginia,36.8912,-76.7259,79878.77544796096,Chesterfield power station
Scott,Missouri,37.053,-89.5686,19863.328250509905,Sikeston power station
Graham,Arizona,32.9326,-109.8875,96561.89565960054,Apache Generating Station
Lawrence,Missouri,37.1064,-93.833,39696.76843810493,John Twitty Energy Center
Pontotoc,Oklahoma,34.728,-96.6844,148284.18885404916,Hugo Plant
Brown,Texas,31.7742,-98.9998,196594.60933461934,Sandy Creek Plant
Franklin,Illinois,37.9923,-88.9242,41435.331685370074,Marion Plant
Montgomery,Indiana,40.0404,-86.8933,47435.64639312229,Cayuga Generating Station
Cass,Indiana,40.7615,-86.346,76174.17341867943,Schahfer Generating Station
Natchitoches,Louisiana,31.7234,-93.0962,50871.9955745752,Brame Energy power station
Newberry,South Carolina,34.2898,-81.6001,103858.32570658291,James E. Rogers Energy Complex
Clinton,Pennsylvania,41.2341,-77.6382,83672.95847712684,Montour Steam Station
Independence,Arkansas,35.7416,-91.5697,16259.657270127842,Independence Steam Station
Marion,Illinois,38.6496,-88.919,64224.97646693555,Newton power station
Jasper,Iowa,41.686,-93.0538,77519.47361964553,Ottumwa Generating Station
Clarion,Pennsylvania,41.1924,-79.421,59443.99207100924,Keystone Generating Station
Talbot,Maryland,38.7713,-76.0971,58624.37849471352,Herbert Wagner Generating Station
Essex,New York,44.1172,-73.7726,215321.3876339649,Merrimack Station
Covington,Alabama,31.2485,-86.4513,150946.3173446655,Barry Steam Plant
Houghton,Michigan,46.8977,-88.6875,182609.88811134445,Taconite Harbor Energy Center
Oneida,Wisconsin,45.7055,-89.5218,94754.2073389608,Weston Power Plant
Boone,Arkansas,36.3086,-93.0915,97192.4244492289,John Twitty Energy Center
Steele,Minnesota,44.0223,-93.226,109716.01075855212,John Madgett Station
Jefferson,Illinois,38.3005,-88.924,65186.10600777567,Prairie State Energy Campus
Webster,Louisiana,32.7135,-93.335,111521.82198203469,Pirkey Power Plant
Albany,Wyoming,41.6545,-105.7238,86286.46197072195,Laramie River Station
Addison,Vermont,44.0309,-73.1408,167432.86762978215,Merrimack Station
Calloway,Kentucky,36.621,-88.2723,61228.69371865529,Cumberland Steam Plant
Dodge,Nebraska,41.5779,-96.654,23116.126377596032,Lon Wright Power Plant
Bennington,Vermont,43.0354,-73.0932,132888.02440528185,Merrimack Station
Yadkin,North Carolina,36.1605,-80.6652,56199.41320004996,Belews Creek Steam Station
Louisa,Virginia,37.9786,-77.963,83623.21843015603,Chesterfield power station
Webster,Iowa,42.4279,-94.1818,180206.88362203573,George Neal Station South
Green,Wisconsin,42.68,-89.6022,90752.29696003928,Columbia Energy Center
Chippewa,Michigan,46.3053,-84.578,301661.9496097504,Karn Generating Plant
Clinton,Illinois,38.6065,-89.4225,42298.34067599058,Prairie State Energy Campus
Okmulgee,Oklahoma,35.6466,-95.9643,62538.43606715051,Muskogee Generating Station
Williams,Ohio,41.5603,-84.5882,109747.0975813523,Monroe Power Plant
Dyer,Tennessee,36.0592,-89.4137,52270.46822769282,New Madrid Power Plant
Escambia,Alabama,31.1261,-87.1616,81929.6448474976,Barry Steam Plant
Putnam,Indiana,39.6663,-86.845,57465.74317229951,Cayuga Generating Station
Delta,Michigan,45.9192,-86.9242,243885.56713164048,Weston Power Plant
Graves,Kentucky,36.7231,-88.6512,48942.43152813534,Shawnee Fossil Plant
Dare,North Carolina,35.7805,-75.7982,227422.6186838309,Chesterfield power station
Clark,Kentucky,37.9708,-84.1474,53766.11711872567,E.W. Brown Generating Station
Hopkins,Texas,33.1496,-95.564,68361.43476249994,Welsh Power Plant
McLeod,Minnesota,44.8236,-94.2724,68522.62144208327,Sherburne County Plant
Coshocton,Ohio,40.3017,-81.92,107165.16536576828,Mitchell Plant
Whitley,Kentucky,36.7581,-84.1452,47907.72790853565,Cooper power station
Huntington,Indiana,40.8292,-85.4881,124673.71092371711,Whitewater Valley Generating Station
Macon,North Carolina,35.1505,-83.4222,117296.26566843057,Bull Run Fossil Plant
Wise,Virginia,36.9752,-82.6212,26009.31811359307,Virginia City Hybrid Energy Center
Sagadahoc,Maine,43.9598,-69.8546,121820.17351945434,Schiller Station
Geary,Kansas,39.0024,-96.7525,63432.582909342294,Jeffrey Energy Center
Alexander,North Carolina,35.921,-81.177,40818.20766080556,Marshall Steam Station
Beauregard,Louisiana,30.6486,-93.3432,40712.98843502087,Roy S. Nelson Generating Plant
Knox,Indiana,38.6891,-87.418,22925.744997222242,Petersburg Generating Station
Matagorda,Texas,28.8212,-96.011,81387.13858458977,Parish Generating Station
Greene,Pennsylvania,39.8538,-80.2229,27873.097648823157,Longview Plant
Scotts Bluff,Nebraska,41.8506,-103.708,101345.58205397357,Laramie River Station
Carlton,Minnesota,46.5924,-92.677,105201.76587127493,Boswell Energy Center
Floyd,Kentucky,37.5571,-82.7457,79615.97479308261,Virginia City Hybrid Energy Center
Miami,Indiana,40.7695,-86.045,96142.50158553003,Schahfer Generating Station
Ware,Georgia,31.0538,-82.4237,108964.95287777008,Northside Generating Station
Orange,Virginia,38.2462,-78.0137,110761.0875990466,Chesterfield power station
Greenup,Kentucky,38.5457,-82.9223,79800.99450379297,Spurlock power station
Livingston,Illinois,40.8916,-88.5577,98870.7479755996,Edwards Generation Plant
Laclede,Missouri,37.6583,-92.5903,90450.42280194409,John Twitty Energy Center
Cocke,Tennessee,35.9254,-83.1212,93976.9910964891,Bull Run Fossil Plant
Hill,Texas,31.9907,-97.1324,59533.14940900428,Sandy Creek Plant
Adams,Indiana,40.7457,-84.9366,104825.01695027263,Whitewater Valley Generating Station
Sioux,Iowa,43.0826,-96.1779,85703.64453610693,George Neal Station North
Washington,Texas,30.2145,-96.4035,47045.520987405136,Fayette Power Project
Madison,Nebraska,41.9167,-97.6008,109263.23209086688,Lon Wright Power Plant
Uintah,Utah,40.1248,-109.5186,20338.32071603058,Bonanza Power Plant
Fannin,Texas,33.5938,-96.1069,86460.0144631817,Hugo Plant
Perry,Ohio,39.7371,-82.2361,88781.16551285885,Mountaineer Plant
Wapello,Iowa,41.0306,-92.4095,14318.430032030567,Ottumwa Generating Station
Lincoln,Maine,44.0664,-69.5435,147124.6203139364,Schiller Station
Lincoln,Tennessee,35.1405,-86.589,131464.14510018326,Gallatin Fossil Plant
Warren,Missouri,38.7646,-91.1607,35997.5087266195,Labadie power station
Silver Bow,Montana,45.9024,-112.6567,393248.9557863004,Hardin Generating Station
Becker,Minnesota,46.9346,-95.674,157682.6379016534,Boswell Energy Center
Alcorn,Mississippi,34.8808,-88.5803,176978.69360873158,Red Hills Generation Facility
Lincoln,Mississippi,31.5324,-90.454,124820.98569515628,Big Cajun II Power Plant
Lincoln,Nebraska,41.0477,-100.7453,33443.709224181795,Gerald Gentleman Station
Morrow,Ohio,40.5241,-82.7941,158614.40880828016,Monroe Power Plant
Chambers,Alabama,32.9143,-85.392,64588.11915948966,Wansley Plant
Cowley,Kansas,37.2377,-96.8375,89007.36847001956,Sooner Generating Station
Monroe,Illinois,38.2785,-90.1773,18017.12300428391,Rush Island power station
Clark,Wisconsin,44.7347,-90.6121,77329.78378617209,Weston Power Plant
Barry,Missouri,36.7099,-93.8291,62667.292990716545,John Twitty Energy Center
Howard,Texas,32.3062,-101.4356,233636.99166120403,Tolk Station
Effingham,Illinois,39.0598,-88.5899,30368.07490189429,Newton power station
Monroe,Mississippi,33.8923,-88.4805,89247.98895980159,Red Hills Generation Facility
Ford,Kansas,37.6917,-99.888,99113.18304024942,Holcomb Station
Putnam,Ohio,41.0221,-84.1317,116705.07464377544,Monroe Power Plant
Steuben,Indiana,41.6439,-85.0009,119868.26521108596,Erickson Station
Lee,Illinois,41.7461,-89.3003,76037.55804497596,Archer Daniels Midland Clinton Power Plant
Scotland,North Carolina,34.8409,-79.4804,144740.2421391824,G.G. Allen Steam Plant
Taos,New Mexico,36.5783,-105.631,203515.63231923594,Comanche Generating Station
Harris,Georgia,32.736,-84.9089,75957.37197413984,Wansley Plant
Brookings,South Dakota,44.3697,-96.7905,106219.09680888512,Big Stone Power Plant
Nicollet,Minnesota,44.3499,-94.2474,117761.0518788636,Sherburne County Plant
Preston,West Virginia,39.4693,-79.6682,34802.41460423952,Fort Martin power station
Halifax,Virginia,36.7669,-78.9366,23640.888101014025,Clover power station
Platte,Nebraska,41.5713,-97.5211,89839.62684713789,Lon Wright Power Plant
Whitley,Indiana,41.1394,-85.5051,127712.3003987267,Schahfer Generating Station
Christian,Illinois,39.5458,-89.2773,19513.307756618713,Kincaid Generating Station
Marshall,Mississippi,34.7623,-89.5031,155984.9966951312,Red Hills Generation Facility
Wasatch,Utah,40.3308,-111.1682,105977.16506155067,Huntington Power Plant
DeSoto,Florida,27.1863,-81.8094,89348.39581176666,Big Bend Station
Fulton,Illinois,40.4728,-90.2075,45453.50715961469,Powerton Generating Station
Harvey,Kansas,38.0432,-97.4272,179103.2677719631,Jeffrey Energy Center
Miami,Kansas,38.5635,-94.8381,29224.670914821505,La Cygne Generating Station
Emmet,Michigan,45.5202,-84.8904,224738.6006559056,Karn Generating Plant
Marshall,Tennessee,35.4689,-86.765,99511.99785156363,Gallatin Fossil Plant
Seneca,New York,42.7811,-76.8238,190557.14406174896,Montour Steam Station
Pulaski,Virginia,37.0635,-80.7144,104635.14769578866,Belews Creek Steam Station
Morrison,Minnesota,46.0126,-94.2684,76056.79421943192,Sherburne County Plant
Lee,Iowa,40.642,-91.4793,81800.29239700842,Louisa Generating Station
Lincoln,Oklahoma,35.703,-96.8809,84802.51536069036,Sooner Generating Station
Wexford,Michigan,44.3383,-85.5784,159312.77514802068,Karn Generating Plant
Botetourt,Virginia,37.5571,-79.8123,124470.31644949722,Clover power station
Accomack,Virginia,37.7643,-75.6332,97621.61057425143,Indian River power station
Marion,Iowa,41.3344,-93.0994,52683.415031418495,Ottumwa Generating Station
Jasper,Texas,30.744,-94.0251,87121.46930071802,Roy S. Nelson Generating Plant
Bureau,Illinois,41.4041,-89.5286,73241.18062964574,Archer Daniels Midland Clinton Power Plant
Greenbrier,West Virginia,37.9469,-80.453,133626.3637299694,Amos Plant
Panola,Mississippi,34.3639,-89.9506,128810.34168301117,Red Hills Generation Facility
Daviess,Indiana,38.7024,-87.072,24936.823594378002,Petersburg Generating Station
Caroline,Maryland,38.8717,-75.8316,60969.72538405184,Indian River power station
Petersburg,Virginia,37.2043,-77.3913,19871.677591505177,Chesterfield power station
Morgan,Illinois,39.7156,-90.2015,51475.41509483047,Dallman Station
Lumpkin,Georgia,34.5722,-84.0027,97897.40744348486,Plant Bowen
Pike,Alabama,31.8027,-85.9409,166991.0244851211,Gaston Steam Plant
Wakulla,Florida,30.1673,-84.4007,199460.3602626245,Deerhaven Generating Station
Hot Spring,Arkansas,34.3177,-92.9461,75130.0690745952,White Bluff Generating Plant
Lawrence,Alabama,34.5217,-87.311,101249.98653543873,Miller Steam Plant
Gibson,Indiana,38.3119,-87.5846,17354.96172674602,Gibson Generating Station
Clinton,Indiana,40.3017,-86.4751,91412.30199049556,Cayuga Generating Station
Jasper,Indiana,41.023,-87.1161,22813.900001366266,Schahfer Generating Station
Jefferson,Indiana,38.7858,-85.4385,5523.205192772563,Clifty Creek Station
Transylvania,North Carolina,35.2021,-82.7982,94327.30372190637,James E. Rogers Energy Complex
Lassen,California,40.6736,-120.5943,291465.324968291,North Valmy Station
Weakley,Tennessee,36.2983,-88.7178,79420.80912161506,New Madrid Power Plant
Morton,North Dakota,46.7161,-101.2811,39238.68956342479,Milton R. Young Station
Hale,Texas,34.0705,-101.8269,69654.11025826595,Tolk Station
Pickens,Georgia,34.4643,-84.4656,56248.74257162755,Plant Bowen
Logan,West Virginia,37.8315,-81.9353,71939.1693726392,Amos Plant
Lafayette,Missouri,39.0655,-93.7854,60332.61656007849,Hawthorn Station
Rhea,Tennessee,35.6087,-84.9244,48736.07491054209,Kingston Fossil Plant
Stark,North Dakota,46.8107,-102.6551,78511.77178021523,Coyote Station
Jefferson,Washington,47.7487,-123.596,123730.31424231801,Centralia Power Plant
Lee,Georgia,31.7795,-84.1411,145471.1030816933,Scherer Steam Generating Station
Evangeline,Louisiana,30.7289,-92.406,79925.62634507882,Brame Energy power station
Jackson,Ohio,39.0196,-82.6184,44048.561899723354,Kyger Creek Station
Dorchester,Maryland,38.4829,-76.0125,68873.45902011386,Indian River power station
Lyon,Kansas,38.4562,-96.1526,92266.35077088547,Jeffrey Energy Center
Henry,Tennessee,36.3318,-88.3013,58663.863247413436,Cumberland Steam Plant
Chester,South Carolina,34.692,-81.1595,56977.53041101908,G.G. Allen Steam Plant
